episode,efficiency,equality,sustainability,peace
103,23.5,0.6182033096926713,52.492,5.895
104,23.666666666666668,0.6901408450704225,53.947,5.925
105,22.5,0.6604938271604939,62.049,5.875
106,38.333333333333336,0.7521739130434782,112.548,5.825
107,33.5,0.7885572139303483,111.953,5.95
108,31.166666666666668,0.624777183600713,80.825,5.85
109,21.0,0.6613756613756614,50.931,5.875
110,32.833333333333336,0.6641285956006768,100.307,5.925
111,26.833333333333332,0.48550724637681164,78.15,5.875
112,23.166666666666668,0.6726618705035972,68.721,5.9
113,18.5,0.493993993993994,43.206,5.775
114,28.666666666666668,0.7209302325581395,79.493,5.825
115,13.0,0.5854700854700854,19.145,5.95
116,33.333333333333336,0.5983333333333334,86.928,5.975
117,30.333333333333332,0.5494505494505495,75.109,5.875
118,26.833333333333332,0.5641821946169772,60.935,5.881
119,24.166666666666668,0.7459770114942529,50.724,5.883
120,41.166666666666664,0.8171390013495277,131.187,5.825
121,20.166666666666668,0.5495867768595042,44.585,5.9
122,18.166666666666668,0.536697247706422,37.747,5.9
123,23.833333333333332,0.6445221445221445,59.65,5.8
124,26.5,0.6320754716981132,70.699,5.9
125,24.833333333333332,0.8825503355704698,54.036,5.775
126,25.0,0.6,58.298,5.775
127,28.333333333333332,0.5980392156862745,79.891,5.8
128,27.666666666666668,0.7710843373493976,69.0,5.975
129,30.333333333333332,0.7655677655677655,83.845,5.95
130,28.666666666666668,0.6027131782945736,65.86,5.95
131,24.333333333333332,0.7237442922374429,61.001,5.875
132,37.666666666666664,0.6873156342182891,98.567,5.875
133,30.166666666666668,0.7191528545119705,84.546,5.875
134,38.333333333333336,0.8463768115942029,96.061,5.975
135,25.0,0.6755555555555556,55.35,5.95
136,23.666666666666668,0.7065727699530516,58.156,5.925
137,38.166666666666664,0.6630276564774381,107.319,5.975
138,28.5,0.7183235867446394,65.813,5.975
139,34.5,0.6626409017713366,84.925,6.0
140,29.333333333333332,0.678030303030303,73.005,5.95
141,23.5,0.6016548463356974,72.71,5.875
142,22.333333333333332,0.7288557213930349,60.281,5.85
143,20.166666666666668,0.7975206611570248,52.389,5.85
144,24.166666666666668,0.6103448275862069,83.52,5.825
145,16.5,0.5101010101010102,33.853,5.95
146,16.166666666666668,0.5859106529209621,38.467,5.9
147,24.333333333333332,0.591324200913242,77.549,5.85
148,26.666666666666668,0.5375,80.548,5.95
149,16.0,0.5763888888888888,54.258,5.825
150,22.5,0.519753086419753,66.386,5.9
151,19.0,0.5087719298245614,49.035,5.9
152,28.166666666666668,0.6854043392504932,105.444,5.8
153,16.833333333333332,0.44059405940594054,53.271,5.85
154,14.833333333333334,0.36891385767790263,35.782,5.875
155,19.833333333333332,0.5196078431372548,61.682,5.925
156,17.5,0.36349206349206353,59.965,5.85
157,20.5,0.6544715447154472,80.101,5.856
158,20.333333333333332,0.5491803278688525,66.188,5.9
159,18.833333333333332,0.37315634218289084,61.56,5.9
160,16.166666666666668,0.7061855670103092,57.559,5.9
161,26.333333333333332,0.6877637130801688,103.988,5.875
162,15.5,0.510752688172043,49.717,5.9
163,15.5,0.6003584229390682,47.851,5.925
164,16.5,0.38888888888888884,59.901,5.8
165,20.5,0.481029810298103,66.261,5.925
166,9.0,0.4506172839506173,41.324,5.9
167,15.666666666666666,0.5283687943262412,49.53,5.925
168,19.833333333333332,0.4943977591036415,54.664,5.925
169,21.0,0.49470899470899465,69.237,5.9
170,21.0,0.656084656084656,81.038,5.975
171,22.666666666666668,0.6274509803921569,67.091,6.0
172,21.0,0.5052910052910053,58.034,5.95
173,17.833333333333332,0.5996884735202492,72.458,5.975
174,29.666666666666668,0.7228464419475655,94.802,5.975
175,15.166666666666666,0.6721611721611722,49.142,5.95
176,28.333333333333332,0.7294117647058824,107.004,5.925
177,19.166666666666668,0.5376811594202899,56.107,6.0
178,18.333333333333332,0.5242424242424242,53.996,5.9
179,28.666666666666668,0.5232558139534884,85.575,5.95
180,20.833333333333332,0.5986666666666667,52.62,5.925
181,13.0,0.3846153846153846,39.071,5.925
182,17.833333333333332,0.602803738317757,43.393,5.875
183,23.0,0.6545893719806763,70.593,5.925
184,15.666666666666666,0.5070921985815603,47.016,5.925
185,24.166666666666668,0.7436781609195402,82.045,5.975
186,21.333333333333332,0.5859375,56.49,5.925
187,20.333333333333332,0.4781420765027322,71.392,5.9
188,22.833333333333332,0.42944038929440387,61.92,5.925
189,19.833333333333332,0.6120448179271709,52.518,5.975
190,23.5,0.6016548463356974,63.174,5.95
191,23.5,0.5047281323877069,62.206,6.0
192,25.0,0.6666666666666667,92.294,6.0
193,24.0,0.6226851851851851,72.438,6.0
194,26.833333333333332,0.5227743271221532,87.388,5.975
195,30.333333333333332,0.6556776556776557,86.839,5.975
196,30.666666666666668,0.48550724637681164,99.436,6.0
197,14.0,0.4126984126984127,32.078,6.0
198,19.166666666666668,0.4797101449275363,44.698,6.0
199,26.166666666666668,0.5106157112526539,71.3,5.95
200,21.833333333333332,0.45928753180661575,50.004,5.85
201,28.166666666666668,0.4861932938856016,85.492,5.95
202,29.5,0.7128060263653484,81.304,5.975
203,27.833333333333332,0.5878243512974052,67.0,5.925
204,16.833333333333332,0.665016501650165,25.517,5.975
205,18.666666666666668,0.5178571428571428,35.284,6.0
206,22.0,0.5429292929292929,65.066,6.0
207,18.833333333333332,0.5707964601769911,41.436,6.0
208,27.333333333333332,0.6219512195121951,57.495,5.975
209,26.833333333333332,0.675983436853002,76.668,5.95
210,25.5,0.4302832244008714,67.572,5.925
211,29.833333333333332,0.6284916201117319,80.35,6.0
212,25.333333333333332,0.6951754385964912,66.199,5.925
213,16.166666666666668,0.5515463917525774,40.644,5.925
214,23.0,0.4371980676328503,65.695,5.975
215,15.5,0.525089605734767,37.687,5.828
216,19.833333333333332,0.2815126050420168,54.151,6.0
217,18.333333333333332,0.4696969696969697,68.456,5.95
218,29.166666666666668,0.618095238095238,91.882,5.975
219,24.166666666666668,0.7551724137931035,72.506,5.9
220,25.833333333333332,0.5731182795698925,75.983,5.95
221,30.333333333333332,0.5879120879120879,89.063,5.975
222,40.833333333333336,0.6605442176870748,123.338,6.0
223,25.5,0.6220043572984749,83.875,5.975
224,24.5,0.49773242630385484,63.874,5.95
225,25.666666666666668,0.38095238095238093,69.26,5.9
226,22.333333333333332,0.5771144278606966,57.514,6.0
227,20.0,0.5333333333333333,72.745,5.875
228,20.833333333333332,0.5506666666666666,46.311,6.0
229,28.5,0.5409356725146199,88.859,5.95
230,11.833333333333334,0.7300469483568075,45.655,5.875
231,23.666666666666668,0.6244131455399061,74.154,5.85
232,19.833333333333332,0.42156862745098034,81.218,6.0
233,22.666666666666668,0.5269607843137255,77.763,6.0
234,18.166666666666668,0.4785932721712538,72.418,5.975
235,27.0,0.5020576131687242,74.129,6.0
236,23.666666666666668,0.45305164319248825,65.338,5.975
237,22.5,0.47530864197530864,75.032,5.95
238,28.0,0.5158730158730158,62.048,5.975
239,28.833333333333332,0.5308285163776494,85.529,5.925
240,16.833333333333332,0.43399339933993397,48.724,5.95
241,26.333333333333332,0.4472573839662447,80.974,5.925
242,22.5,0.6481481481481481,79.806,5.975
243,35.0,0.43492063492063493,112.814,5.95
244,22.0,0.4949494949494949,69.019,5.95
245,17.666666666666668,0.5440251572327044,49.741,5.975
246,24.5,0.5929705215419501,78.298,6.0
247,25.0,0.6244444444444445,67.719,5.875
248,20.166666666666668,0.4118457300275482,56.851,6.0
249,23.0,0.39855072463768115,61.505,5.925
250,10.5,0.37830687830687826,30.98,5.925
251,20.5,0.45934959349593496,62.299,5.953
252,21.333333333333332,0.37239583333333337,58.748,5.85
253,23.833333333333332,0.40909090909090906,66.115,6.0
254,17.833333333333332,0.3878504672897196,45.678,6.0
255,15.5,0.521505376344086,54.4,5.95
256,22.666666666666668,0.6666666666666667,65.062,5.975
257,26.0,0.36752136752136755,68.952,5.975
258,19.666666666666668,0.43644067796610164,61.697,5.975
259,10.666666666666666,0.4375,43.055,5.975
260,29.833333333333332,0.5279329608938548,96.735,5.95
261,16.666666666666668,0.4966666666666667,42.525,6.0
262,23.166666666666668,0.5095923261390887,71.508,6.0
263,21.666666666666668,0.676923076923077,59.433,6.0
264,24.0,0.5347222222222222,68.781,5.975
265,22.833333333333332,0.3978102189781022,65.028,5.95
266,17.666666666666668,0.6540880503144655,46.344,5.925
267,23.166666666666668,0.7038369304556356,81.1,5.975
268,21.5,0.46899224806201545,71.345,5.95
269,13.0,0.3632478632478633,43.646,5.925
270,22.833333333333332,0.5437956204379562,69.382,5.95
271,15.666666666666666,0.5354609929078014,50.99,5.975
272,12.166666666666666,0.5684931506849316,30.834,5.925
273,17.5,0.33492063492063495,40.009,6.0
274,23.666666666666668,0.5023474178403755,69.142,5.975
275,21.0,0.373015873015873,75.243,5.925
276,12.666666666666666,0.5614035087719298,34.494,5.925
277,26.833333333333332,0.5372670807453417,90.963,5.95
278,26.166666666666668,0.4469214437367304,82.852,5.95
279,22.666666666666668,0.3259803921568627,57.023,5.925
280,14.0,0.4007936507936508,52.76,5.975
281,27.333333333333332,0.4796747967479674,78.789,6.0
282,13.5,0.38065843621399176,36.68,5.925
283,26.666666666666668,0.44375,67.061,6.0
284,18.833333333333332,0.32300884955752207,48.92,5.975
285,19.166666666666668,0.5260869565217392,45.065,5.975
286,24.666666666666668,0.44594594594594594,63.651,5.975
287,21.666666666666668,0.45128205128205123,68.155,5.95
288,19.333333333333332,0.5919540229885057,66.528,5.95
289,16.666666666666668,0.4666666666666667,64.075,5.925
290,20.5,0.4349593495934959,62.988,5.875
291,13.5,0.36831275720164613,44.124,6.0
292,23.5,0.6394799054373522,60.689,5.975
293,14.333333333333334,0.3914728682170543,44.829,5.975
294,29.666666666666668,0.45880149812734083,94.364,5.925
295,19.666666666666668,0.3926553672316384,53.73,6.0
296,12.0,0.2962962962962963,45.599,5.975
297,25.5,0.38017429193899777,67.372,5.975
298,27.666666666666668,0.5742971887550201,81.64,5.925
299,28.5,0.38693957115009747,76.49,5.925
300,23.5,0.5780141843971631,78.276,5.95
301,21.666666666666668,0.39230769230769236,57.273,6.0
302,25.666666666666668,0.35497835497835495,75.575,5.975
303,5.333333333333333,0.26041666666666663,6.597,6.0
304,24.833333333333332,0.4664429530201343,73.266,5.975
305,26.166666666666668,0.3980891719745223,77.972,6.0
306,24.0,0.4652777777777778,74.931,6.0
307,23.833333333333332,0.3834498834498834,71.176,5.975
308,24.666666666666668,0.5112612612612613,61.329,5.975
309,23.166666666666668,0.5407673860911271,52.97,5.975
310,20.833333333333332,0.348,46.992,5.95
311,15.0,0.3481481481481481,40.366,5.975
312,23.0,0.5096618357487923,65.256,5.925
313,32.0,0.4600694444444444,85.801,6.0
314,21.0,0.3941798941798942,62.95,6.0
315,21.5,0.32170542635658916,50.929,5.95
316,21.166666666666668,0.4002624671916011,59.119,5.95
317,17.0,0.4934640522875817,35.588,5.95
318,13.833333333333334,0.4317269076305221,27.742,6.0
319,29.666666666666668,0.38014981273408244,98.159,6.0
320,22.666666666666668,0.3970588235294118,77.579,5.975
321,21.333333333333332,0.453125,42.561,6.0
322,20.666666666666668,0.5725806451612903,61.094,5.925
323,23.0,0.3429951690821256,63.021,5.875
324,27.666666666666668,0.3855421686746988,80.207,5.975
325,14.166666666666666,0.6372549019607843,31.823,5.975
326,30.0,0.3925925925925926,77.258,6.0
327,22.0,0.43434343434343436,66.85,5.95
328,29.0,0.4578544061302682,94.096,5.95
329,31.5,0.4365079365079365,97.944,6.0
330,25.666666666666668,0.35064935064935066,76.892,5.975
331,21.166666666666668,0.5367454068241471,68.115,5.975
332,10.666666666666666,0.515625,18.39,5.975
333,29.333333333333332,0.5549242424242424,85.022,5.95
334,17.166666666666668,0.4546925566343042,42.687,5.975
335,29.5,0.5376647834274952,85.987,5.95
336,23.833333333333332,0.5116550116550116,74.353,5.85
337,21.5,0.5,64.473,5.925
338,23.333333333333332,0.3904761904761904,63.68,6.0
339,22.833333333333332,0.5656934306569343,63.276,5.975
340,23.0,0.466183574879227,63.416,6.0
341,19.5,0.47150997150997154,55.793,6.0
342,22.5,0.5123456790123457,53.788,6.0
343,16.5,0.638047138047138,41.594,5.975
344,24.166666666666668,0.5528735632183908,65.424,6.0
345,8.666666666666666,0.4423076923076923,14.724,5.975
346,21.666666666666668,0.5153846153846153,71.953,5.95
347,14.0,0.28968253968253965,51.907,5.95
348,19.333333333333332,0.37356321839080464,56.756,5.975
349,14.666666666666666,0.6931818181818181,33.45,5.95
350,22.0,0.4722222222222222,44.583,6.0
351,21.5,0.4664082687338501,57.447,5.975
352,20.166666666666668,0.42011019283746553,60.741,6.0
353,12.833333333333334,0.40909090909090906,31.978,5.875
354,13.0,0.3205128205128205,30.801,5.975
355,21.666666666666668,0.43846153846153846,58.746,5.975
356,18.666666666666668,0.4196428571428571,53.567,6.0
357,25.833333333333332,0.45483870967741935,70.595,5.975
358,18.0,0.32098765432098764,54.527,5.875
359,14.5,0.3505747126436781,51.064,5.975
360,17.166666666666668,0.5970873786407767,51.68,5.975
361,19.5,0.35470085470085466,44.355,5.9
362,15.0,0.33333333333333337,49.815,5.9
363,26.5,0.46226415094339623,90.614,5.95
364,20.0,0.5555555555555556,50.65,6.0
365,20.166666666666668,0.3925619834710744,58.345,5.975
366,22.166666666666668,0.46741854636591473,59.548,6.0
367,22.833333333333332,0.42700729927007297,65.512,6.0
368,16.333333333333332,0.41496598639455784,42.503,5.95
369,25.166666666666668,0.44922737306843263,74.65,5.925
370,14.166666666666666,0.3431372549019608,50.126,5.95
371,27.166666666666668,0.46319018404907975,76.729,6.0
372,20.166666666666668,0.5082644628099173,53.324,5.95
373,21.833333333333332,0.44147582697201015,58.624,5.95
374,16.166666666666668,0.6237113402061856,44.586,6.0
375,13.5,0.5329218106995885,31.365,5.975
376,11.5,0.5,33.429,5.925
377,22.166666666666668,0.5275689223057645,70.149,5.975
378,12.5,0.46444444444444444,46.435,5.975
379,15.166666666666666,0.4413919413919414,34.74,6.0
380,20.166666666666668,0.5523415977961432,64.974,5.975
381,21.166666666666668,0.431758530183727,49.316,6.0
382,9.5,0.5818713450292398,25.504,5.875
383,17.5,0.3952380952380953,40.905,5.975
384,19.333333333333332,0.33045977011494254,52.648,5.95
385,13.0,0.3632478632478633,42.431,5.975
386,21.666666666666668,0.3487179487179487,54.849,5.975
387,15.666666666666666,0.5460992907801419,57.51,5.975
388,19.333333333333332,0.41954022988505746,59.73,6.0
389,16.333333333333332,0.5340136054421769,50.831,6.0
390,14.0,0.5833333333333333,33.109,6.0
391,14.333333333333334,0.4108527131782945,28.825,5.925
392,13.666666666666666,0.540650406504065,34.559,5.95
393,20.166666666666668,0.5606060606060606,54.085,5.975
394,11.833333333333334,0.43896713615023475,27.356,5.975
395,12.166666666666666,0.36757990867579904,37.923,6.0
396,13.5,0.5164609053497942,37.584,6.0
397,19.333333333333332,0.3994252873563219,37.685,5.925
398,17.5,0.3920634920634921,55.456,6.0
399,19.333333333333332,0.43965517241379315,52.638,6.0
400,23.166666666666668,0.3537170263788969,67.248,5.975
401,15.833333333333334,0.47192982456140353,44.336,6.0
402,14.5,0.36590038314176243,37.107,5.975
403,17.333333333333332,0.29807692307692313,45.142,5.925
404,24.666666666666668,0.39639639639639634,77.985,5.875
405,18.666666666666668,0.44940476190476186,50.377,6.0
406,17.0,0.607843137254902,46.775,5.925
407,24.333333333333332,0.4885844748858448,69.812,6.0
408,20.0,0.6055555555555556,62.725,5.925
409,26.5,0.4412997903563941,86.288,5.9
410,21.5,0.39405684754521964,55.528,6.0
411,18.833333333333332,0.5,64.916,6.0
412,12.833333333333334,0.4783549783549783,39.698,5.9
413,16.5,0.5942760942760943,42.586,5.875
414,23.833333333333332,0.548951048951049,81.105,5.925
415,22.166666666666668,0.474937343358396,77.328,5.95
416,20.333333333333332,0.39344262295081966,63.139,5.95
417,18.166666666666668,0.6131498470948012,66.636,5.975
418,19.666666666666668,0.5254237288135593,47.874,5.975
419,24.166666666666668,0.628735632183908,80.644,6.0
420,14.0,0.4087301587301587,42.01,5.875
421,21.0,0.47089947089947093,61.804,5.975
422,10.833333333333334,0.3615384615384616,26.23,5.95
423,21.0,0.5873015873015873,67.688,5.95
424,19.333333333333332,0.41954022988505746,59.239,6.0
425,18.666666666666668,0.6190476190476191,58.882,5.95
426,22.0,0.3787878787878788,63.237,6.0
427,18.833333333333332,0.5648967551622419,62.492,6.0
428,11.5,0.6884057971014492,31.319,5.975
429,21.0,0.4206349206349206,57.739,6.0
430,16.666666666666668,0.29000000000000004,41.996,5.975
431,17.0,0.32352941176470584,45.673,5.975
432,21.833333333333332,0.6857506361323156,59.408,5.975
433,15.833333333333334,0.48245614035087714,50.177,5.95
434,12.333333333333334,0.20270270270270274,31.204,5.9
435,19.333333333333332,0.5689655172413793,61.203,5.975
436,11.333333333333334,0.303921568627451,33.133,5.925
437,22.833333333333332,0.378345498783455,71.108,5.975
438,15.833333333333334,0.3526315789473684,38.172,6.0
439,9.833333333333334,0.443502824858757,24.186,6.0
440,15.5,0.35663082437275984,56.752,5.95
441,12.833333333333334,0.3614718614718615,45.637,5.9
442,15.333333333333334,0.3442028985507246,43.974,5.975
443,18.333333333333332,0.4363636363636364,65.322,5.975
444,11.666666666666666,0.3666666666666667,34.215,5.95
445,12.833333333333334,0.27489177489177485,39.607,5.925
446,13.166666666666666,0.2552742616033755,39.207,5.875
447,17.666666666666668,0.34905660377358494,65.186,6.0
448,17.0,0.4084967320261438,58.098,6.0
449,14.833333333333334,0.24531835205992514,51.757,6.0
450,17.666666666666668,0.4937106918238994,51.927,5.975
451,21.0,0.43121693121693117,73.321,5.9
452,10.0,0.2944444444444444,28.359,5.9
453,10.5,0.5317460317460317,26.12,5.975
454,17.166666666666668,0.3964401294498382,50.128,5.975
455,8.5,0.20588235294117652,17.941,6.0
456,20.333333333333332,0.5136612021857924,52.792,6.0
457,10.666666666666666,0.30208333333333337,40.075,5.95
458,11.5,0.21014492753623193,32.421,6.0
459,18.333333333333332,0.6090909090909091,42.94,6.0
460,19.5,0.5227920227920229,50.59,6.0
461,25.0,0.41333333333333333,75.351,5.925
462,18.333333333333332,0.7,45.552,5.925
463,23.166666666666668,0.5839328537170263,63.323,5.975
464,18.833333333333332,0.40265486725663713,48.961,6.0
465,9.666666666666666,0.47126436781609193,20.095,5.95
466,19.166666666666668,0.5057971014492754,51.674,5.95
467,16.333333333333332,0.4217687074829932,46.078,5.925
468,13.166666666666666,0.23839662447257381,35.932,5.925
469,19.0,0.5116959064327485,55.099,5.927
470,23.333333333333332,0.6642857142857144,72.811,5.95
471,14.333333333333334,0.3410852713178295,28.465,6.0
472,20.166666666666668,0.5716253443526171,54.281,5.95
473,16.833333333333332,0.5363036303630363,54.828,5.925
474,24.5,0.5566893424036281,69.866,5.975
475,20.333333333333332,0.6120218579234973,57.257,6.0
476,16.666666666666668,0.4,45.55,5.975
477,17.833333333333332,0.4470404984423676,50.389,5.975
478,17.0,0.4084967320261438,53.338,5.975
479,7.166666666666667,0.4612403100775194,15.497,5.95
480,15.333333333333334,0.5615942028985508,53.198,5.975
481,15.833333333333334,0.4157894736842105,42.691,6.0
482,18.833333333333332,0.7536873156342183,57.32,6.0
483,9.333333333333334,0.25,24.295,5.975
484,9.833333333333334,0.18926553672316382,24.928,5.9
485,9.833333333333334,0.2627118644067796,25.001,5.975
486,17.833333333333332,0.4127725856697819,44.758,5.925
487,20.833333333333332,0.43866666666666665,66.891,5.975
488,22.333333333333332,0.5497512437810945,67.169,5.975
489,14.666666666666666,0.34090909090909094,20.94,5.975
490,22.666666666666668,0.39460784313725494,82.269,5.975
491,13.0,0.5470085470085471,31.096,5.975
492,11.5,0.3840579710144928,39.493,6.0
493,18.833333333333332,0.4705014749262537,43.342,6.0
494,19.5,0.6082621082621082,45.485,5.95
495,16.5,0.43265993265993263,43.456,5.975
496,10.666666666666666,0.39583333333333337,19.243,5.975
497,9.333333333333334,0.23809523809523814,21.638,5.9
498,16.833333333333332,0.4075907590759076,52.66,5.925
499,14.5,0.41570881226053635,34.321,5.975
500,18.666666666666668,0.48511904761904767,52.522,5.95
501,15.5,0.27419354838709675,44.742,6.0
502,16.166666666666668,0.7646048109965635,40.606,6.0
503,19.666666666666668,0.3813559322033898,61.161,5.925
504,22.666666666666668,0.428921568627451,79.074,6.0
505,21.5,0.4870801033591732,63.768,5.975
506,16.166666666666668,0.6786941580756014,54.204,5.975
507,17.333333333333332,0.3942307692307693,59.194,5.95
508,23.666666666666668,0.568075117370892,82.717,5.975
509,21.5,0.27002583979328165,61.323,5.9
510,10.833333333333334,0.3615384615384616,29.919,5.925
511,10.666666666666666,0.24479166666666663,23.607,5.925
512,15.0,0.4814814814814815,39.876,5.9
513,15.166666666666666,0.5952380952380952,40.076,5.925
514,21.166666666666668,0.5393700787401574,67.265,6.0
515,18.166666666666668,0.4847094801223242,54.205,5.975
516,12.333333333333334,0.3873873873873874,36.67,5.975
517,18.166666666666668,0.2339449541284404,48.081,5.9
518,11.5,0.49516908212560384,28.418,5.975
519,11.833333333333334,0.4765258215962441,38.896,5.875
520,17.5,0.6047619047619048,47.66,5.925
521,16.5,0.5976430976430976,52.975,5.975
522,15.166666666666666,0.5293040293040293,41.708,5.975
523,16.333333333333332,0.4727891156462585,43.734,5.975
524,19.666666666666668,0.5480225988700564,52.828,5.975
525,18.0,0.3179012345679012,55.886,5.875
526,21.833333333333332,0.44147582697201015,64.672,6.0
527,19.5,0.4202279202279202,69.327,5.975
528,16.666666666666668,0.47,45.637,6.0
529,21.833333333333332,0.4363867684478372,58.763,5.975
530,8.0,0.29861111111111116,9.037,5.875
531,20.333333333333332,0.5683060109289617,49.652,5.925
532,13.166666666666666,0.4620253164556962,34.394,5.936
533,12.833333333333334,0.551948051948052,29.551,5.925
534,18.5,0.30180180180180183,56.061,5.925
535,18.5,0.5930930930930931,63.023,5.975
536,12.5,0.29555555555555557,32.244,5.975
537,13.0,0.2863247863247863,23.135,6.0
538,10.333333333333334,0.4086021505376344,22.996,5.975
539,16.833333333333332,0.5165016501650165,37.039,5.9
540,6.5,0.30341880341880345,6.705,5.925
541,12.666666666666666,0.5833333333333333,25.842,5.975
542,14.333333333333334,0.4147286821705426,39.458,5.95
543,16.666666666666668,0.33666666666666667,38.847,5.95
544,15.5,0.543010752688172,38.202,5.925
545,14.833333333333334,0.5074906367041199,39.335,5.95
546,17.166666666666668,0.5711974110032363,44.727,5.9
547,15.833333333333334,0.6789473684210526,34.414,6.0
548,11.666666666666666,0.5619047619047619,24.461,5.925
