episode,efficiency,equality,sustainability,peace
83,166.0,0.9167921686746988,362.189,3.484
84,168.0,0.9464285714285714,346.857,3.41
85,172.75,0.9649059334298119,362.445,3.542
86,174.5,0.9423352435530086,346.677,3.486
87,172.75,0.9475397973950797,331.004,3.6
88,184.25,0.9263907734056988,371.786,3.506
89,174.75,0.9087982832618026,348.877,3.581
90,176.0,0.9094460227272727,351.028,3.548
91,177.75,0.9447960618846695,344.899,3.675
92,183.5,0.9448228882833788,358.493,3.6
93,191.5,0.9197127937336814,375.004,3.6
94,186.5,0.9802278820375335,350.331,3.575
95,181.0,0.9592541436464088,363.211,3.575
96,194.25,0.9456241956241956,414.227,3.5
97,193.0,0.9449481865284974,379.62,3.525
98,194.25,0.9221364221364221,382.551,3.6
99,188.25,0.9631474103585658,404.749,3.55
100,201.25,0.9319875776397516,404.8,3.7
101,208.25,0.9510804321728692,424.973,3.525
102,203.0,0.9448891625615764,404.097,3.6
103,188.0,0.9654255319148937,376.603,3.6
104,202.25,0.9483930778739185,399.52,3.517
105,227.0,0.9581497797356828,471.243,3.709
106,198.25,0.8880832282471627,402.095,3.615
107,222.5,0.9258426966292135,440.946,3.743
108,167.25,0.945067264573991,333.45,3.515
109,222.25,0.9693475815523059,452.119,3.66
110,196.75,0.9513977128335451,380.49,3.45
111,201.0,0.9626865671641791,386.298,3.55
112,241.0,0.9522821576763485,487.095,3.65
113,209.75,0.9415971394517283,435.837,3.525
114,204.25,0.9541003671970625,434.811,3.55
115,204.0,0.9405637254901961,434.381,3.456
116,238.5,0.9549266247379455,476.08,3.65
117,221.0,0.9355203619909502,439.897,3.6
118,219.0,0.9600456621004566,445.079,3.541
119,218.75,0.9688571428571429,459.98,3.522
120,210.75,0.9332740213523132,390.887,3.75
121,221.5,0.9229683972911964,458.12,3.675
122,235.0,0.9521276595744681,474.947,3.5
123,217.25,0.9487917146144994,427.915,3.526
124,234.75,0.9092119275825346,459.1,3.612
125,221.75,0.9371476888387824,442.003,3.75
126,232.75,0.9111170784103115,469.553,3.769
127,228.0,0.9120065789473684,445.061,3.7
128,228.5,0.9228665207877462,445.156,3.8
129,237.5,0.9436842105263158,476.673,3.65
130,230.25,0.9337676438653637,425.592,3.79
131,229.75,0.9640914036996735,451.332,3.612
132,236.75,0.9374340021119324,469.2,3.586
133,233.0,0.9259656652360515,447.174,3.757
134,224.75,0.9246384872080089,464.054,3.675
135,252.25,0.928394449950446,507.555,3.65
136,249.25,0.9643931795386158,494.031,3.502
137,244.25,0.9255373592630501,492.262,3.668
138,244.25,0.8866427840327533,486.489,3.736
139,239.25,0.9877220480668757,484.911,3.65
140,222.75,0.9831649831649831,448.806,3.427
141,238.25,0.9189401888772298,475.212,3.525
142,259.5,0.9735067437379576,523.367,3.725
143,226.75,0.9622381477398015,472.615,3.375
144,256.25,0.9412195121951219,528.058,3.6
145,237.75,0.9768664563617245,498.125,3.684
146,250.0,0.8935,505.156,3.6
147,265.75,0.9350893697083725,506.724,3.7
148,251.75,0.9736842105263158,506.679,3.65
149,254.5,0.9297642436149313,518.792,3.7
150,255.5,0.9249021526418787,531.649,3.621
151,268.75,0.9081395348837209,545.449,3.634
152,236.25,0.9222222222222223,463.652,3.667
153,239.75,0.9648070907194994,484.444,3.609
154,245.5,0.8920570264765784,470.445,3.725
155,254.75,0.8819921491658489,500.593,3.681
156,258.75,0.9132850241545893,498.998,3.7
157,257.75,0.9318622696411252,507.601,3.575
158,244.5,0.9419734151329243,497.508,3.7
159,273.75,0.9319634703196347,548.311,3.625
160,264.0,0.8695549242424243,521.977,3.7
161,254.0,0.9633366141732284,521.914,3.5
162,264.75,0.9043909348441926,522.445,3.7
163,245.5,0.9136965376782078,499.866,3.525
164,250.5,0.905439121756487,482.586,3.8
165,245.75,0.9074262461851476,513.262,3.594
166,266.25,0.8964788732394366,543.332,3.618
167,283.0,0.9001766784452296,565.284,3.675
168,260.75,0.949424736337488,514.222,3.575
169,257.75,0.9037342386032978,524.987,3.75
170,261.75,0.9357688634192932,531.317,3.725
171,261.5,0.9000956022944551,530.09,3.625
172,274.0,0.9324817518248175,546.096,3.675
173,266.5,0.9765478424015009,542.886,3.625
174,275.0,0.9209090909090909,544.151,3.7
175,257.25,0.8826530612244898,536.469,3.7
176,286.0,0.9020979020979021,578.416,3.7
177,261.5,0.888623326959847,525.68,3.719
178,282.5,0.9128318584070796,580.758,3.65
179,267.0,0.9602059925093633,565.423,3.479
180,297.0,0.952020202020202,600.9,3.775
181,251.0,0.9546812749003984,503.401,3.625
182,245.0,0.9178571428571428,481.716,3.7
183,279.0,0.8962813620071685,556.759,3.725
184,270.5,0.9260628465804066,511.763,3.8
185,283.0,0.8758833922261484,580.333,3.85
186,278.25,0.9328391734052112,552.475,3.7
187,284.25,0.9157871591908531,563.349,3.825
188,278.75,0.9320627802690583,543.025,3.65
189,277.25,0.9271866546438232,534.376,3.725
190,284.25,0.9245822339489885,533.875,3.683
191,290.5,0.8930722891566265,581.933,3.7
192,274.75,0.8960418562329391,519.992,3.7
193,287.75,0.9220243266724587,559.993,3.632
194,271.25,0.8661290322580645,534.672,3.798
195,297.75,0.904911838790932,619.816,3.525
196,263.0,0.9249049429657794,510.395,3.73
197,273.75,0.9477168949771689,534.584,3.7
198,306.75,0.9136104319478403,615.874,3.675
199,293.25,0.9465046888320545,587.953,3.575
200,313.0,0.9009584664536742,622.606,3.741
201,276.75,0.9137308039747064,539.43,3.714
202,279.75,0.8903038427167114,552.522,3.875
203,291.75,0.8952442159383034,595.193,3.649
204,290.25,0.8893195521102498,585.768,3.675
205,278.75,0.9616591928251121,534.887,3.625
206,285.5,0.909369527145359,566.591,3.63
207,286.25,0.911353711790393,582.883,3.735
208,277.75,0.8805130513051305,560.56,3.511
209,286.5,0.9022687609075044,555.394,3.825
210,270.25,0.885522664199815,524.236,3.804
211,300.75,0.9256026600166251,618.509,3.7
212,298.25,0.8912405699916177,582.329,3.775
213,291.5,0.9206689536878216,585.389,3.725
214,293.5,0.919931856899489,587.832,3.8
215,258.0,0.9464631782945736,497.795,3.75
216,309.25,0.9003637833468068,633.88,3.75
217,302.0,0.931705298013245,607.785,3.675
218,296.25,0.9364978902953587,608.813,3.639
219,292.5,0.923931623931624,572.983,3.8
220,286.5,0.8795811518324608,592.046,3.8
221,304.25,0.8972884141331142,597.785,3.725
222,272.0,0.8809742647058824,548.784,3.775
223,295.0,0.8923728813559322,601.715,3.575
224,282.25,0.8536315323294952,542.5,3.775
225,283.0,0.890017667844523,552.595,3.85
226,302.5,0.9491735537190082,642.208,3.65
227,289.5,0.9026338514680483,578.333,3.7
228,309.25,0.8801535974130962,618.343,3.621
229,295.25,0.8837849280270957,590.291,3.85
230,300.0,0.9143749999999999,592.433,3.75
231,341.5,0.9269765739385066,663.851,3.75
232,293.75,0.8976595744680851,595.887,3.9
233,302.0,0.8985927152317881,608.685,3.658
234,279.25,0.8480304386750224,558.249,3.75
235,310.5,0.9182769726247987,624.947,3.775
236,289.0,0.9009515570934256,579.174,3.7
237,309.5,0.9067043618739903,591.593,3.675
238,319.25,0.8874314800313234,632.125,3.8
239,292.75,0.8904782237403929,598.281,3.825
240,319.5,0.9017996870109546,642.031,3.75
241,306.5,0.9178221859706363,603.75,3.746
242,306.0,0.8917483660130718,614.179,3.8
243,314.0,0.8789808917197452,668.11,3.75
244,287.0,0.8852351916376306,564.817,3.6
245,304.75,0.8913043478260869,591.285,3.875
246,306.5,0.8951876019575856,592.498,3.75
247,298.25,0.895850796311819,599.311,3.725
248,320.5,0.9555382215288611,653.577,3.775
249,320.5,0.907371294851794,666.407,3.675
250,330.0,0.8901515151515151,670.147,3.65
251,297.5,0.940546218487395,583.096,3.725
252,304.25,0.9480279375513558,595.415,3.675
253,310.5,0.8977455716586151,628.038,3.65
254,301.5,0.8801824212271974,595.416,3.725
255,275.0,0.9509090909090909,507.676,3.705
256,277.0,0.9431407942238267,559.704,3.775
257,320.75,0.9261496492595479,648.394,3.792
258,308.75,0.9184210526315789,581.206,3.775
259,277.25,0.8672227231740306,546.164,3.728
260,326.5,0.9297473200612557,640.21,3.775
261,302.0,0.935430463576159,602.597,3.525
262,294.75,0.9145462256149279,599.319,3.7
263,315.0,0.8928571428571429,643.753,3.575
264,284.25,0.8964379947229552,577.688,3.575
265,319.75,0.9040265832681783,647.638,3.775
266,287.5,0.8704347826086957,550.404,3.785
267,287.5,0.8408695652173913,556.715,3.9
268,296.75,0.8565711878685762,599.37,3.725
269,322.75,0.8971727343144849,622.729,3.802
270,301.75,0.8889809444904723,608.35,3.675
271,287.0,0.8837108013937283,556.785,3.76
272,288.25,0.9052471812662619,543.571,3.776
273,306.0,0.8643790849673203,611.012,3.775
274,302.0,0.9265314569536424,586.256,3.775
275,314.75,0.8818506751389992,611.275,3.825
276,315.5,0.8958003169572107,611.599,3.75
277,314.5,0.8958664546899842,613.418,3.75
278,306.0,0.9121732026143791,602.038,3.72
279,297.5,0.9058823529411765,581.332,3.725
280,292.0,0.8792808219178082,571.703,3.625
281,306.25,0.8985714285714286,607.759,3.725
282,286.25,0.867467248908297,575.313,3.8
283,314.25,0.8868337311058074,628.041,3.85
284,311.25,0.8809236947791165,615.284,3.825
285,281.75,0.8746672582076309,533.468,3.75
286,304.25,0.9211175020542317,602.865,3.625
287,303.25,0.9091096455070075,595.522,3.725
288,306.75,0.8856968215158925,618.105,3.65
289,294.25,0.8574766355140186,595.661,3.835
290,320.0,0.9052734375,645.776,3.775
291,320.75,0.931605611847233,634.235,3.625
292,314.5,0.9626391096979332,647.355,3.625
293,298.0,0.9593120805369127,605.825,3.675
294,291.25,0.9100858369098712,563.53,3.75
295,311.0,0.8959003215434084,606.01,3.775
296,313.5,0.8708133971291866,593.139,3.822
297,296.75,0.9193344566133108,614.076,3.725
298,325.5,0.9206989247311828,644.553,3.775
299,284.75,0.8838893766461808,562.866,3.655
300,322.0,0.8812111801242236,640.477,3.795
301,336.5,0.9115898959881129,682.332,3.73
302,306.5,0.949021207177814,604.281,3.75
303,314.5,0.9157392686804452,633.294,3.642
304,333.5,0.921664167916042,667.582,3.575
305,276.25,0.8744343891402715,528.177,3.8
306,296.25,0.9048523206751055,581.824,3.675
307,282.5,0.8646017699115044,554.24,3.65
308,319.25,0.9179718089271731,646.752,3.725
309,322.0,0.8924689440993789,636.924,3.75
310,323.0,0.916795665634675,644.185,3.6
311,278.0,0.8651079136690647,550.844,3.75
312,325.25,0.8695234435049961,625.651,3.775
313,279.0,0.9408602150537635,570.728,3.625
314,299.75,0.963511259382819,584.626,3.675
315,299.75,0.8930358632193495,580.977,3.75
316,329.25,0.9271070615034168,662.077,3.775
317,325.0,0.946923076923077,643.146,3.775
318,317.25,0.9054373522458629,650.726,3.875
319,310.5,0.9227053140096618,625.021,3.725
320,311.5,0.9085072231139647,647.45,3.775
321,324.5,0.9085130970724191,671.478,3.775
322,313.5,0.9264354066985646,621.941,3.702
323,332.25,0.9091422121896162,662.704,3.8
324,318.0,0.9060534591194969,631.936,3.65
325,327.75,0.9059877955758963,677.875,3.7
326,350.0,0.9132142857142858,700.049,3.775
327,320.75,0.90705378020265,627.13,3.7
328,318.0,0.89937106918239,620.894,3.712
329,335.5,0.900521609538003,663.064,3.8
330,308.25,0.9045012165450121,623.433,3.675
331,313.25,0.9020351157222666,608.76,3.8
332,315.75,0.8865795724465558,642.71,3.775
333,315.75,0.922209026128266,632.436,3.675
334,337.75,0.8904515173945226,680.496,3.825
335,324.75,0.9426481909160893,640.331,3.643
336,326.0,0.8610046012269938,667.548,3.85
337,323.5,0.893353941267388,649.89,3.8
338,328.5,0.889269406392694,665.089,3.7
339,320.5,0.9005460218408736,643.771,3.738
340,293.25,0.9401108269394715,595.066,3.8
341,307.25,0.928193653376729,633.879,3.725
342,307.25,0.894833197721725,608.939,3.7
343,313.0,0.8997603833865815,630.423,3.701
344,303.5,0.9472817133443163,624.105,3.75
345,319.0,0.9341692789968652,648.548,3.769
346,334.25,0.9287584143605085,661.658,3.675
347,318.25,0.8768656716417911,629.318,3.696
348,325.5,0.891321044546851,647.819,3.775
349,303.5,0.9194810543657331,626.549,3.7
350,307.75,0.9092201462225833,627.927,3.65
351,318.25,0.8749018067556952,687.814,3.65
352,332.25,0.9245673438675696,656.395,3.775
353,313.0,0.9672523961661342,596.674,3.8
354,310.0,0.8987903225806452,626.192,3.775
355,304.25,0.8999589153656532,623.044,3.725
356,319.25,0.8858653093187158,642.023,3.785
357,314.0,0.9068471337579618,630.337,3.75
358,308.0,0.9439935064935066,617.379,3.675
359,344.75,0.9160623640319072,686.179,3.789
360,314.0,0.9122213375796179,623.323,3.825
361,337.5,0.9196296296296296,662.988,3.733
362,318.5,0.9368131868131868,637.259,3.75
363,318.0,0.910377358490566,658.063,3.65
364,322.5,0.8848837209302326,653.488,3.775
365,315.25,0.9034496431403648,614.219,3.8
366,305.0,0.8852459016393442,605.891,3.715
367,322.0,0.9472049689440993,630.356,3.65
368,294.0,0.8367346938775511,581.264,3.8
369,315.0,0.9063492063492063,654.507,3.7
370,319.5,0.8994522691705791,649.598,3.725
371,319.0,0.9067398119122257,612.226,3.8
372,330.5,0.9230332829046899,678.256,3.7
373,319.25,0.8862568519968677,601.497,3.802
374,332.75,0.8717129977460556,662.586,3.793
375,309.0,0.8737864077669903,594.751,3.7
376,322.25,0.8857641582622188,648.265,3.775
377,313.25,0.9088188347964884,623.294,3.825
378,313.75,0.9296812749003984,605.476,3.65
379,331.75,0.8788620949510173,652.734,3.852
380,317.75,0.8975216365066876,632.371,3.65
381,321.25,0.8787937743190661,612.009,3.71
382,319.75,0.9470289288506646,618.313,3.75
383,321.75,0.9054001554001554,647.887,3.781
384,348.25,0.8928571428571429,666.325,3.8
385,327.25,0.9310542398777693,659.731,3.625
386,333.25,0.9307951987997,697.752,3.8
387,320.0,0.951171875,664.712,3.525
388,327.5,0.9034351145038167,647.451,3.749
389,323.5,0.9153786707882535,647.35,3.675
390,334.75,0.9460418222554144,672.965,3.725
391,317.0,0.873422712933754,637.883,3.701
392,323.75,0.9287644787644788,644.177,3.675
393,311.0,0.927652733118971,637.658,3.69
394,316.5,0.9119273301737757,629.864,3.7
395,312.75,0.903277378097522,608.08,3.709
396,331.75,0.9299171062547099,658.44,3.75
397,334.75,0.9288648244958925,657.695,3.775
398,314.75,0.9040905480540111,629.239,3.63
399,327.5,0.8885496183206107,641.542,3.725
400,334.0,0.9040044910179641,663.806,3.775
401,316.5,0.9032385466034755,629.855,3.75
402,312.25,0.9025220176140912,631.128,3.7
403,339.5,0.9086892488954345,696.472,3.725
404,324.0,0.9085648148148148,648.86,3.8
405,325.5,0.9132104454685099,644.715,3.75
406,327.75,0.8972158657513348,658.057,3.7
407,308.75,0.8844129554655871,583.686,3.7
408,350.5,0.9229671897289586,697.136,3.792
409,304.0,0.9461348684210527,625.972,3.7
410,335.5,0.8904619970193741,682.218,3.775
411,324.25,0.9080570547417116,628.441,3.762
412,330.5,0.8842662632375189,646.668,3.825
413,345.25,0.9103910209992759,680.528,3.725
414,321.25,0.9017509727626459,635.451,3.8
415,335.0,0.9171641791044776,675.242,3.75
416,303.0,0.9022277227722773,597.006,3.765
417,312.5,0.88,648.633,3.719
418,330.5,0.9103630862329803,686.522,3.724
419,320.25,0.8920765027322405,647.189,3.75
420,322.75,0.9116963594113091,648.385,3.65
421,323.0,0.8873839009287926,650.417,3.85
422,314.0,0.8897292993630573,621.268,3.775
423,313.25,0.8800877893056664,624.827,3.75
424,292.25,0.8766039349871685,584.498,3.8
425,325.0,0.8982692307692308,634.425,3.814
426,321.5,0.9086314152410575,672.977,3.75
427,311.5,0.9173354735152488,605.224,3.775
428,329.75,0.9160348749052313,639.77,3.699
429,325.5,0.9066820276497696,643.082,3.9
430,313.25,0.9012370311252993,631.128,3.875
431,332.75,0.9072126220886552,664.731,3.775
432,334.5,0.9230194319880418,671.017,3.7
433,340.5,0.9357562408223201,677.375,3.725
434,308.5,0.9343598055105349,608.052,3.67
435,304.0,0.8708881578947368,627.696,3.923
436,305.5,0.9304418985270049,626.958,3.675
437,328.25,0.8760472201066261,641.097,3.725
438,323.5,0.8686244204018547,650.24,3.7
439,334.75,0.8885362210604929,677.279,3.835
440,317.25,0.8859338061465721,616.936,3.875
441,327.25,0.921886936592819,682.279,3.7
442,304.25,0.8919474116680361,615.356,3.65
443,334.5,0.9252615844544095,668.494,3.7
444,300.25,0.8898834304746045,559.057,3.8
445,313.5,0.919457735247209,624.418,3.75
446,338.5,0.8633677991137371,677.402,3.736
447,331.0,0.9539274924471299,658.156,3.775
448,318.5,0.9109105180533752,648.808,3.75
449,323.5,0.8829211746522411,643.939,3.75
450,307.5,0.8983739837398375,615.375,3.75
451,325.0,0.9203846153846154,672.344,3.675
452,318.5,0.9305337519623234,645.657,3.659
453,296.25,0.909915611814346,597.852,3.725
454,316.5,0.9083728278041074,625.366,3.75
455,324.5,0.901386748844376,635.955,3.725
456,341.75,0.9025237746891002,686.474,3.85
457,319.25,0.9187548942834769,628.788,3.725
458,339.0,0.9321533923303835,661.801,3.65
459,337.5,0.9562962962962963,692.521,3.65
460,322.5,0.867829457364341,613.126,3.767
461,304.25,0.9081758422350041,600.536,3.75
462,307.25,0.8903580146460537,599.737,3.775
463,321.5,0.9171850699844479,648.458,3.675
464,331.0,0.899546827794562,670.176,3.8
465,315.25,0.9482553528945281,647.257,3.787
466,345.5,0.902315484804631,696.125,3.925
467,338.25,0.8998521803399853,681.834,3.85
468,312.5,0.8832,625.039,3.7
469,298.5,0.9011725293132329,608.101,3.775
470,304.75,0.9489335520918786,596.371,3.725
471,323.25,0.9216937354988399,654.922,3.675
472,324.75,0.9247498075442648,615.564,3.85
473,313.5,0.8773923444976076,620.889,3.725
474,311.25,0.9010040160642571,611.11,3.85
475,347.0,0.9160662824207493,688.51,3.7
476,318.0,0.9091981132075472,647.197,3.725
477,351.5,0.8918918918918919,711.762,3.85
478,334.75,0.9072068707991038,679.693,3.775
479,340.25,0.9267083027185893,681.324,3.8
480,333.75,0.9335205992509363,666.444,3.625
481,325.5,0.9224270353302612,664.146,3.55
482,316.25,0.9658102766798419,634.701,3.725
483,325.25,0.8872021521906226,644.846,3.82
484,329.5,0.9377845220030349,663.61,3.625
485,345.75,0.9181127982646421,697.469,3.8
486,326.0,0.9072085889570553,680.652,3.75
487,330.0,0.9107954545454545,634.797,3.725
488,327.0,0.8914373088685015,657.563,3.775
489,335.75,0.9171630677587491,667.372,3.725
490,351.75,0.933724235963042,713.209,3.75
491,327.5,0.9026717557251909,647.031,3.75
492,332.5,0.9176691729323309,678.119,3.725
493,323.0,0.8804179566563467,640.7,3.754
494,337.5,0.9281481481481482,685.313,3.769
495,355.75,0.9249824314827828,706.562,3.717
496,358.0,0.9277234636871509,684.216,3.8
497,332.0,0.9021084337349398,667.896,3.7
498,344.25,0.9132171387073348,695.165,3.625
499,323.0,0.9100232198142415,655.338,3.75
500,348.25,0.8885498923187365,662.715,3.8
501,321.25,0.8937743190661479,652.013,3.784
502,303.5,0.9567545304777595,609.95,3.653
503,328.0,0.9253048780487805,648.863,3.753
504,328.0,0.9394054878048781,651.338,3.675
505,329.5,0.9104704097116844,640.07,3.822
506,323.5,0.9219474497681608,627.581,3.8
507,316.75,0.8810181531176007,616.867,3.725
508,330.0,0.9128787878787878,661.374,3.725
509,333.0,0.924924924924925,677.267,3.75
510,324.0,0.9243827160493827,660.056,3.85
511,332.75,0.8814800901577761,666.984,3.75
512,343.0,0.9260204081632653,694.529,3.75
513,335.75,0.8918466120625466,687.675,3.825
514,341.25,0.919047619047619,687.862,3.75
515,322.75,0.9130518977536793,643.126,3.695
516,331.25,0.9435849056603773,629.512,3.726
517,346.0,0.8995664739884393,679.299,3.85
518,331.5,0.9377828054298643,661.582,3.65
519,348.5,0.9230631276901005,702.373,3.75
520,344.25,0.9330065359477124,706.738,3.85
521,322.75,0.9085979860573199,649.48,3.842
522,350.5,0.9094151212553495,705.834,3.875
523,347.5,0.9244604316546763,702.913,3.711
524,317.25,0.9556737588652482,636.736,3.75
525,313.0,0.9097444089456869,613.005,3.775
526,350.0,0.9308928571428572,695.184,3.7
527,295.25,0.9185012701100762,564.828,3.8
528,322.0,0.8975155279503105,612.884,3.675
529,341.25,0.9298534798534799,700.891,3.85
530,308.0,0.9099025974025974,618.767,3.675
531,325.5,0.9059139784946236,658.212,3.678
532,331.75,0.9282215523737755,643.77,3.696
533,339.0,0.8980457227138643,657.104,3.682
534,323.5,0.8966383307573416,642.256,3.775
535,325.75,0.9100153491941673,635.895,3.901
536,343.75,0.9190909090909091,713.335,3.775
537,346.0,0.9017341040462428,698.843,3.725
538,331.0,0.9199395770392749,617.223,3.768
539,350.0,0.9103571428571429,693.08,3.725
540,318.75,0.8878431372549019,636.376,3.875
541,339.75,0.9409492273730684,668.046,3.702
542,349.0,0.9050859598853869,716.244,3.749
543,326.0,0.9398006134969326,644.579,3.675
544,322.0,0.8559782608695652,645.164,3.875
545,336.0,0.8980654761904762,653.467,3.78
546,346.25,0.9225631768953069,671.351,3.725
547,316.25,0.8915019762845849,630.071,3.907
548,318.75,0.9445098039215686,648.309,3.6
549,308.0,0.963676948051948,568.508,3.825
550,341.75,0.9255669348939283,692.931,3.825
551,329.25,0.923120728929385,657.828,3.65
552,333.75,0.9039325842696629,646.183,3.8
553,296.25,0.909915611814346,604.396,3.7
554,310.75,0.8887771520514883,633.744,3.775
555,339.0,0.926622418879056,665.645,3.725
556,342.75,0.9093727206418672,684.062,3.747
557,342.25,0.9256756756756757,690.784,3.775
558,332.5,0.8958646616541354,672.143,3.75
559,356.75,0.9115276804484933,711.949,3.9
560,334.75,0.8941374159820762,650.159,3.9
561,339.0,0.898598820058997,665.139,3.775
562,309.75,0.8827683615819208,604.743,3.8
563,322.75,0.960302091402014,631.427,3.75
564,324.0,0.9060570987654321,674.645,3.735
565,314.25,0.8983691328560064,631.247,3.75
566,338.0,0.893491124260355,690.061,3.8
567,331.75,0.9508289374529013,650.98,3.8
568,333.75,0.8724719101123596,680.368,3.925
569,324.5,0.9164098613251156,649.864,3.775
570,312.0,0.9260817307692307,635.071,3.69
571,319.75,0.9012900703674745,619.604,3.8
572,312.0,0.8882211538461539,598.495,3.8
573,325.5,0.8880568356374808,632.431,3.875
574,309.25,0.9108730800323364,605.196,3.798
575,341.0,0.9171554252199413,678.088,3.75
576,331.25,0.8971698113207547,630.853,3.838
577,340.25,0.8998897869213813,705.333,3.875
578,333.0,0.9421921921921922,655.188,3.775
579,339.25,0.9198599852616065,676.918,3.725
580,331.5,0.8853695324283559,647.235,3.725
581,336.75,0.9348552338530067,693.131,3.75
582,339.0,0.9196165191740413,693.932,3.7
583,353.5,0.9367043847241867,689.55,3.838
584,326.0,0.879601226993865,637.375,3.7
585,332.25,0.895221971407073,682.003,3.725
586,343.0,0.9571793002915452,713.266,3.775
587,334.75,0.9124346527259148,692.411,3.8
588,333.25,0.8944111027756939,668.212,3.775
589,351.75,0.918088130774698,682.48,3.75
590,293.0,0.9761092150170648,630.897,3.825
591,309.5,0.9004442649434572,615.622,3.825
592,323.5,0.8705564142194745,631.865,3.662
593,328.75,0.9241444866920152,632.927,3.839
594,337.25,0.9399555226093402,659.38,3.638
595,317.25,0.8930260047281324,628.555,3.85
596,346.0,0.9165462427745665,662.802,3.806
597,355.5,0.9244022503516174,712.3,3.873
598,348.5,0.9429698708751794,717.001,3.7
599,345.5,0.8827785817655571,700.465,3.8
600,311.0,0.8882636655948553,637.126,3.8
601,318.25,0.8902199528672428,625.689,3.825
602,318.0,0.9115566037735849,629.83,3.875
603,344.75,0.9247643219724438,690.419,3.75
604,350.75,0.8807911617961511,717.574,3.85
605,339.5,0.8950662739322534,679.191,3.725
606,343.5,0.9050218340611353,693.583,3.738
607,324.75,0.8943418013856813,657.312,3.875
608,336.25,0.8983271375464684,671.849,3.869
609,341.75,0.912033650329188,679.8,3.8
610,326.25,0.864176245210728,627.066,3.85
611,310.0,0.885483870967742,616.697,3.825
