efficiency,sustainability,equality,peace,cooperability
39.01,53.41,0.7,887.28,0.17
32.77,71.49,0.84,891.75,0.02
31.05,56.44,0.6,877.23,0.07
36.79,63.64,0.74,896.68,0.24
37.09,49.4,0.78,848.52,0.16
24.89,63.13,0.72,866.34,0.07
25.05,50.57,0.72,880.69,0.07
26.77,51.21,0.72,882.34,0.07
30.85,33.48,0.64,859.17,0.06
37.45,66.02,0.73,905.92,0.15
42.33,68.44,0.74,898.87,0.05
39.98,53.24,0.72,891.94,0.21
28.5,45.67,0.7,892.95,0.03
37.13,48.08,0.68,911.23,0.17
22.0,29.49,0.69,888.3,0.13
25.48,48.94,0.82,848.95,0.19
28.92,38.29,0.56,876.74,0.27
21.44,43.67,0.73,911.58,0.15
29.94,43.82,0.68,877.42,0.07
35.99,53.58,0.81,916.87,0.15
35.17,56.92,0.73,879.0,0.12
30.32,45.59,0.84,866.78,0.16
24.23,41.96,0.56,865.46,0.11
36.84,91.91,0.76,874.42,0.15
26.97,65.5,0.76,883.46,0.1
26.99,44.33,0.82,914.97,0.04
24.14,47.7,0.6,901.07,0.08
34.13,61.38,0.7,886.26,0.04
25.68,42.55,0.74,864.31,0.03
26.91,46.14,0.7,868.92,0.19
28.12,51.89,0.83,901.14,0.06
32.37,60.53,0.7,911.2,0.14
39.06,61.22,0.87,938.64,0.07
36.64,55.34,0.8,918.68,0.29
38.38,53.91,0.8,869.08,0.11
31.43,55.94,0.78,882.42,0.05
28.53,52.35,0.64,913.8,0.13
26.93,40.04,0.7,882.82,0.17
27.73,55.15,0.77,874.85,0.05
31.92,34.27,0.78,902.98,0.12
24.1,46.17,0.83,922.21,0.05
30.46,41.06,0.69,883.1,0.09
30.13,53.77,0.66,810.08,0.13
30.22,63.85,0.78,887.68,0.28
34.83,66.83,0.66,876.43,0.17
27.92,60.0,0.8,846.82,0.04
27.89,60.68,0.8,887.64,0.09
42.74,72.09,0.74,915.84,0.23
31.34,44.76,0.7,868.11,0.24
21.0,37.17,0.74,925.15,0.2
38.33,59.45,0.76,914.82,0.05
31.51,56.78,0.73,884.09,0.11
36.71,51.77,0.89,861.81,0.14
26.91,60.72,0.65,887.77,0.04
34.66,50.03,0.66,866.74,0.33
29.38,45.96,0.65,877.09,0.28
27.86,58.76,0.65,873.79,0.33
33.27,57.74,0.55,867.9,0.32
38.69,63.16,0.68,863.78,0.01
30.97,53.69,0.68,868.97,0.33
37.55,53.24,0.74,892.64,0.26
39.97,58.35,0.75,849.74,0.33
34.89,73.08,0.62,898.02,0.25
32.02,54.23,0.8,920.5,0.14
31.63,65.16,0.87,907.01,0.1
30.82,63.54,0.71,850.73,0.08
35.38,71.39,0.85,913.83,0.18
33.23,34.16,0.75,919.48,0.14
35.53,64.52,0.88,879.49,0.15
35.95,50.68,0.81,904.33,0.17
36.24,81.23,0.6,936.73,0.19
37.39,78.69,0.73,898.41,0.09
35.28,49.24,0.79,923.72,0.29
32.1,27.8,0.73,870.35,0.15
38.14,76.86,0.73,902.5,0.24
34.07,50.52,0.81,884.59,0.08
30.91,51.87,0.68,893.8,0.13
32.88,68.17,0.74,910.51,0.22
31.74,54.44,0.75,879.25,0.14
33.95,48.18,0.72,853.54,0.14
25.24,51.33,0.7,910.99,0.19
32.39,49.69,0.78,903.55,0.16
27.82,54.63,0.75,868.63,0.09
22.29,38.93,0.66,877.31,0.07
31.93,45.01,0.65,898.1,0.22
34.01,39.39,0.68,883.57,0.1
31.97,55.63,0.72,857.07,0.32
38.37,68.88,0.71,917.68,0.02
26.83,39.44,0.65,906.98,0.2
36.18,73.87,0.66,874.13,0.22
34.98,50.27,0.61,869.42,0.1
38.2,52.73,0.76,879.68,0.04
29.45,58.15,0.71,855.46,0.23
27.5,48.07,0.6,873.08,0.02
25.96,56.37,0.72,901.03,0.25
35.79,73.47,0.83,872.27,0.22
30.55,47.11,0.67,874.76,0.16
25.33,57.62,0.81,937.19,0.09
36.86,61.56,0.69,903.37,0.15
26.33,39.49,0.74,901.41,0.06
27.73,61.05,0.73,890.47,0.27
37.47,51.44,0.84,888.05,0.23
28.8,61.39,0.74,834.76,0.16
28.34,51.29,0.63,887.73,0.1
35.15,57.64,0.62,929.36,0.14
39.42,48.67,0.61,866.5,0.09
39.98,70.16,0.58,882.15,0.1
29.5,38.66,0.72,904.39,0.18
31.25,31.95,0.64,848.89,0.04
33.74,39.06,0.73,864.03,0.11
44.27,78.53,0.65,903.68,0.02
34.79,47.83,0.67,876.11,0.25
26.79,49.04,0.68,911.13,0.05
24.55,52.54,0.76,847.78,0.01
33.47,46.59,0.79,926.53,0.05
19.63,32.26,0.74,910.51,0.04
41.93,53.69,0.65,888.83,0.06
41.93,71.72,0.78,846.6,0.01
34.45,58.31,0.77,862.06,0.12
47.16,69.24,0.75,876.82,0.03
43.42,58.42,0.67,847.71,0.14
30.45,52.79,0.79,896.14,0.05
44.84,56.59,0.77,887.14,0.12
37.18,58.7,0.48,910.83,0.1
36.86,68.43,0.77,944.27,0.03
42.74,80.88,0.58,926.98,0.01
33.42,60.23,0.77,890.3,0.02
28.68,52.23,0.71,883.41,0.09
30.07,42.83,0.81,863.39,0.1
28.87,51.78,0.72,893.06,0.11
34.27,61.43,0.67,858.32,0.12
40.88,81.47,0.71,868.97,0.01
53.4,82.89,0.81,897.9,0.03
35.32,47.19,0.72,924.29,0.08
35.37,71.42,0.68,873.74,0.14
38.05,89.27,0.78,872.56,0.11
36.36,43.8,0.72,886.18,0.06
43.41,69.92,0.72,884.23,0.04
39.12,77.0,0.82,923.42,0.11
34.21,64.34,0.83,931.03,0.08
33.96,46.07,0.77,870.72,0.09
32.98,61.05,0.7,894.25,0.14
38.33,63.74,0.84,918.25,0.01
42.74,64.21,0.8,867.97,0.12
37.93,59.18,0.78,873.02,0.12
32.59,60.96,0.63,850.11,0.11
35.01,57.53,0.73,846.14,0.18
32.77,58.26,0.67,831.33,0.05
41.79,50.79,0.72,949.43,0.0
35.24,56.12,0.71,900.59,0.09
36.3,76.25,0.71,878.35,0.11
45.3,84.74,0.7,860.83,0.09
37.79,74.76,0.8,847.41,0.14
32.72,43.06,0.6,904.72,0.31
36.99,77.41,0.78,881.13,0.05
30.1,87.75,0.59,899.41,0.13
33.22,63.17,0.75,896.28,0.13
32.53,55.36,0.65,924.9,0.1
31.88,78.76,0.79,884.05,0.17
32.38,77.73,0.72,917.75,0.23
35.0,62.91,0.75,877.38,0.11
33.59,71.02,0.63,874.09,0.35
40.54,76.37,0.68,884.54,0.21
33.56,63.7,0.74,905.5,0.0
36.6,65.65,0.79,908.8,0.02
42.79,57.13,0.97,889.69,0.16
37.69,71.43,0.73,897.06,0.12
33.47,60.89,0.8,914.44,0.02
34.25,46.7,0.61,852.88,0.06
40.8,81.49,0.62,866.86,0.01
30.87,47.38,0.69,892.18,0.26
37.95,63.7,0.63,880.15,0.03
34.47,40.36,0.84,900.54,0.17
31.95,63.02,0.7,876.92,0.0
41.35,60.29,0.83,823.82,0.12
36.73,45.67,0.86,842.48,0.27
36.8,89.45,0.74,875.07,0.08
30.35,60.49,0.77,933.23,0.07
28.85,47.7,0.72,883.32,0.03
36.71,55.09,0.77,821.24,0.14
31.17,58.9,0.75,877.32,0.01
34.43,50.72,0.72,910.79,0.09
40.42,93.98,0.76,918.9,0.19
37.62,83.31,0.86,893.72,0.13
35.16,90.07,0.78,899.55,0.19
42.4,58.93,0.76,915.51,0.07
31.04,55.27,0.74,911.52,0.33
37.46,63.93,0.65,869.16,0.01
33.78,72.75,0.63,890.2,0.02
32.7,61.56,0.76,894.3,0.17
37.15,84.97,0.61,847.58,0.07
41.3,53.88,0.66,832.7,0.05
34.18,60.84,0.82,824.73,0.25
34.48,38.32,0.88,906.06,0.24
33.56,58.88,0.6,883.0,0.02
35.84,61.1,0.87,876.35,0.01
37.43,65.78,0.71,878.43,0.11
34.95,60.02,0.72,880.72,0.02
35.64,65.43,0.7,866.37,0.26
31.03,74.07,0.8,923.23,0.07
52.31,59.08,0.6,850.12,0.06
31.04,54.5,0.76,898.49,0.01
34.24,98.01,0.65,893.33,0.03
45.53,61.81,0.76,900.91,0.1
28.37,39.16,0.85,843.98,0.26
21.31,33.14,0.72,874.02,0.07
25.56,39.43,0.73,868.12,0.09
37.3,49.67,0.76,879.98,0.04
32.08,57.14,0.67,855.25,0.24
35.23,76.22,0.85,874.52,0.15
44.56,60.52,0.85,895.64,0.1
39.06,82.97,0.78,887.63,0.02
32.53,63.05,0.73,864.76,0.16
46.41,70.93,0.7,864.73,0.21
43.13,65.3,0.68,910.61,0.21
40.83,70.03,0.87,900.42,0.11
33.62,79.47,0.84,893.47,0.06
35.62,34.67,0.72,872.98,0.07
30.19,73.6,0.61,914.01,0.21
29.71,62.25,0.51,860.16,0.07
38.22,40.73,0.64,834.85,0.05
38.72,52.83,0.71,891.77,0.05
44.29,59.9,0.85,902.13,0.09
42.7,71.46,0.68,895.15,0.04
39.72,72.39,0.77,881.86,0.15
30.56,70.63,0.8,886.01,0.15
44.92,55.33,0.73,842.85,0.2
40.77,75.11,0.7,927.47,0.21
38.31,77.29,0.62,884.89,0.02
33.97,50.56,0.62,922.05,0.17
46.73,72.22,0.75,880.22,0.1
33.15,57.11,0.7,899.89,0.08
36.58,53.23,0.73,904.45,0.26
32.25,40.71,0.72,866.66,0.08
42.76,63.6,0.77,858.07,0.04
34.73,44.96,0.66,909.95,0.11
28.81,55.94,0.69,867.37,0.2
35.74,57.84,0.87,881.33,0.02
19.06,39.09,0.66,915.71,0.07
26.36,45.72,0.69,857.03,0.09
35.21,88.04,0.67,927.7,0.28
33.19,68.98,0.77,903.34,0.11
42.1,62.82,0.81,870.22,0.19
37.25,81.77,0.68,908.95,0.31
33.02,67.57,0.68,895.55,0.24
42.62,75.06,0.7,915.34,0.01
38.75,53.92,0.77,893.74,0.24
39.82,68.37,0.67,875.68,0.18
45.55,51.53,0.7,877.53,0.26
36.92,89.92,0.55,883.22,0.43
36.22,72.41,0.62,923.65,0.16
37.15,63.03,0.73,895.72,0.09
34.85,49.14,0.78,856.0,0.07
37.8,54.29,0.73,876.35,0.1
33.44,71.46,0.63,918.7,0.29
29.1,72.43,0.61,884.17,0.23
41.15,74.11,0.73,868.0,0.11
41.59,65.86,0.6,851.57,0.09
32.42,64.85,0.81,869.09,0.16
34.85,61.86,0.71,885.75,0.06
35.13,63.91,0.59,904.26,0.19
45.23,76.71,0.64,841.76,0.02
30.71,51.9,0.66,905.4,0.15
54.2,55.9,0.65,856.45,0.08
33.61,69.75,0.61,951.04,0.01
34.01,56.29,0.65,832.78,0.1
39.59,61.32,0.68,868.88,0.15
36.67,67.04,0.67,873.05,0.13
38.23,59.53,0.79,864.51,0.17
37.73,66.26,0.71,900.39,0.01
34.57,51.08,0.66,917.04,0.13
36.16,52.82,0.69,854.87,0.05
49.06,91.35,0.65,926.66,0.13
32.1,41.58,0.7,869.82,0.31
39.68,51.8,0.78,870.33,0.08
29.03,39.95,0.74,867.99,0.12
35.38,43.05,0.9,848.46,0.15
40.72,66.8,0.75,885.03,0.05
44.93,64.45,0.65,875.82,0.05
38.96,49.13,0.79,881.21,0.05
34.58,54.16,0.81,842.06,0.05
35.22,57.3,0.81,897.43,0.04
37.62,91.27,0.64,884.57,0.08
35.94,64.12,0.73,878.6,0.0
34.11,73.73,0.8,954.34,0.11
33.24,51.09,0.59,832.94,0.1
38.16,83.93,0.68,894.53,0.13
34.37,83.91,0.61,816.5,0.23
44.09,64.33,0.65,893.18,0.13
29.31,50.47,0.64,897.88,0.17
38.89,65.83,0.81,879.8,0.05
44.15,83.39,0.71,851.65,0.07
43.42,74.65,0.64,874.69,0.19
41.4,47.64,0.63,868.72,0.06
43.42,63.05,0.73,860.3,0.12
36.87,59.3,0.72,853.14,0.12
35.76,62.33,0.8,906.16,0.1
33.0,58.55,0.76,883.11,0.02
40.33,78.15,0.63,899.35,0.17
42.84,64.2,0.68,876.78,0.14
34.03,61.17,0.81,857.91,0.34
28.02,41.64,0.67,821.24,0.05
37.91,56.08,0.82,850.76,0.01
29.3,49.4,0.64,869.02,0.08
35.62,63.41,0.76,880.08,0.19
41.55,54.82,0.64,920.34,0.22
35.36,50.11,0.68,898.89,0.08
30.78,47.06,0.8,869.33,0.0
31.85,60.67,0.7,869.49,0.11
29.75,49.26,0.79,868.19,0.01
34.37,60.43,0.76,867.76,0.17
39.34,61.29,0.78,845.44,0.02
26.34,54.33,0.64,894.76,0.07
33.77,63.43,0.7,910.55,0.01
36.66,54.43,0.75,876.14,0.06
32.67,60.48,0.67,890.91,0.04
55.68,90.17,0.85,930.47,0.31
33.94,65.81,0.67,879.23,0.07
49.13,71.18,0.69,886.26,0.22
27.82,61.8,0.65,901.46,0.05
30.12,50.76,0.57,867.1,0.05
39.43,69.47,0.86,906.91,0.22
25.65,58.56,0.71,869.91,0.17
43.39,89.68,0.69,895.59,0.06
42.0,80.1,0.72,872.25,0.13
32.2,26.56,0.83,872.02,0.02
39.17,76.44,0.64,843.59,0.16
39.78,78.16,0.77,860.74,0.06
31.28,55.64,0.68,917.1,0.2
44.01,75.7,0.69,878.24,0.26
29.48,47.35,0.78,873.21,0.04
34.89,84.91,0.81,856.92,0.05
24.72,43.64,0.66,883.4,0.11
42.47,59.68,0.64,911.27,0.32
36.73,91.63,0.63,882.51,0.05
36.64,70.71,0.78,879.29,0.03
42.78,71.48,0.68,864.41,0.05
40.47,60.03,0.58,904.05,0.08
36.27,81.05,0.82,910.0,0.3
35.61,47.4,0.6,878.64,0.17
31.96,48.14,0.77,876.94,0.12
34.57,52.74,0.74,896.06,0.08
38.91,45.47,0.76,898.54,0.1
37.48,52.58,0.68,895.63,0.13
28.84,55.1,0.76,879.99,0.06
44.34,47.66,0.59,888.21,0.07
37.93,74.97,0.75,899.19,0.18
42.66,66.37,0.83,881.44,0.08
40.23,51.93,0.77,887.11,0.25
42.94,66.33,0.57,854.82,0.23
39.42,55.2,0.64,880.37,0.13
39.25,64.88,0.7,873.85,0.24
34.41,90.66,0.74,867.4,0.11
40.25,76.13,0.71,905.67,0.02
31.07,68.31,0.68,857.36,0.29
34.29,63.16,0.77,913.79,0.05
37.99,66.23,0.79,880.46,0.35
40.63,73.95,0.71,912.32,0.05
45.4,52.88,0.77,914.0,0.0
43.71,28.18,0.53,837.43,0.1
36.61,60.71,0.66,867.12,0.03
34.75,77.15,0.71,898.08,0.02
45.07,74.16,0.68,857.46,0.08
33.64,56.07,0.73,889.2,0.22
40.24,105.07,0.79,905.77,0.06
43.85,71.16,0.75,841.57,0.07
38.52,74.13,0.65,871.6,0.0
44.7,44.18,0.61,861.72,0.13
35.08,57.33,0.77,919.95,0.08
27.72,38.76,0.58,886.22,0.12
39.2,64.14,0.77,846.94,0.12
35.17,66.04,0.71,923.16,0.25
38.95,85.05,0.63,894.6,0.2
38.42,60.59,0.73,890.08,0.07
39.56,69.39,0.72,851.03,0.01
34.24,49.67,0.71,892.91,0.07
33.2,72.9,0.71,891.68,0.23
42.52,71.84,0.73,880.42,0.14
26.54,48.53,0.79,853.52,0.04
38.8,56.71,0.76,843.29,0.07
50.01,74.82,0.81,916.7,0.07
37.9,59.95,0.69,932.21,0.16
34.61,69.39,0.83,887.74,0.07
24.72,37.62,0.77,889.4,0.06
39.36,45.7,0.67,877.03,0.07
26.87,48.96,0.64,887.72,0.11
41.61,73.5,0.74,878.18,0.08
43.45,70.36,0.62,886.71,0.13
35.29,63.79,0.66,859.72,0.05
36.5,69.2,0.76,836.19,0.23
33.89,41.19,0.67,860.01,0.16
31.77,53.64,0.64,889.01,0.12
38.88,95.97,0.72,866.07,0.13
45.25,67.5,0.72,876.8,0.03
38.3,67.13,0.7,883.26,0.17
32.62,56.26,0.69,883.06,0.06
31.37,49.12,0.79,889.41,0.13
32.45,75.28,0.74,870.21,0.17
35.48,80.69,0.7,833.16,0.22
50.73,68.89,0.91,897.79,0.39
36.75,63.88,0.73,899.79,0.11
38.28,53.86,0.81,933.23,0.2
40.41,77.76,0.68,886.53,0.13
36.59,57.79,0.62,896.56,0.09
36.72,58.07,0.66,868.41,0.21
29.96,49.13,0.71,857.03,0.14
32.9,60.49,0.68,880.64,0.05
37.89,52.67,0.82,877.98,0.16
35.54,79.68,0.71,908.27,0.18
28.42,45.9,0.77,899.84,0.1
35.47,68.19,0.72,937.42,0.09
40.4,86.77,0.67,887.58,0.02
37.91,59.74,0.73,905.66,0.12
44.58,71.02,0.85,929.26,0.03
44.53,83.34,0.66,864.35,0.05
39.15,65.41,0.79,861.27,0.11
45.96,57.19,0.65,887.74,0.2
38.94,55.33,0.69,846.1,0.0
30.96,82.96,0.72,853.71,0.15
47.4,65.45,0.75,898.89,0.02
50.74,73.57,0.85,937.75,0.1
28.89,54.08,0.72,889.41,0.15
29.03,38.23,0.66,922.62,0.1
36.68,53.36,0.77,917.02,0.2
40.8,58.42,0.68,895.26,0.08
31.78,44.01,0.74,891.01,0.19
46.83,76.57,0.7,899.23,0.01
31.75,57.47,0.58,872.26,0.09
29.41,55.66,0.77,932.54,0.12
32.48,36.05,0.77,904.12,0.21
39.35,71.38,0.78,960.84,0.05
39.7,63.12,0.87,881.21,0.01
38.75,85.08,0.62,873.71,0.14
36.12,81.52,0.77,910.17,0.28
27.63,87.97,0.76,877.53,0.02
31.93,73.86,0.68,903.04,0.17
35.71,71.44,0.76,927.29,0.0
42.07,53.06,0.76,840.87,0.17
36.92,55.1,0.63,870.16,0.06
34.27,55.51,0.74,875.23,0.03
34.9,51.64,0.65,890.57,0.01
43.05,63.47,0.66,893.22,0.09
44.11,60.72,0.59,860.19,0.05
45.12,74.79,0.69,919.47,0.12
39.09,55.59,0.71,913.76,0.08
27.83,66.28,0.78,880.73,0.15
33.15,60.29,0.74,939.79,0.05
38.42,48.53,0.62,924.34,0.04
31.22,81.38,0.8,902.1,0.12
36.87,64.9,0.72,865.67,0.2
33.95,42.02,0.76,899.33,0.27
36.5,68.52,0.8,951.54,0.25
38.54,69.87,0.83,877.03,0.13
45.05,73.34,0.87,902.58,0.08
35.33,60.66,0.71,892.27,0.18
41.9,84.31,0.74,867.61,0.04
29.08,53.2,0.65,926.56,0.19
31.45,48.96,0.8,945.63,0.09
38.03,60.28,0.64,918.16,0.11
42.18,68.24,0.59,931.55,0.04
43.3,61.89,0.77,879.25,0.09
41.62,72.36,0.67,897.25,0.14
36.96,68.4,0.79,901.47,0.06
46.5,61.99,0.76,901.09,0.28
22.96,46.6,0.6,876.65,0.44
27.69,55.17,0.51,853.06,0.25
41.89,74.85,0.61,927.41,0.04
43.81,79.07,0.73,902.51,0.04
37.07,65.79,0.62,862.95,0.1
31.77,43.83,0.66,864.8,0.15
34.6,42.64,0.61,939.47,0.1
40.13,52.14,0.73,930.94,0.02
39.68,53.23,0.73,912.02,0.22
35.08,54.42,0.69,870.43,0.12
32.93,49.74,0.84,906.93,0.18
36.74,59.45,0.83,878.11,0.4
31.66,60.19,0.78,902.37,0.03
40.22,52.35,0.57,899.38,0.16
38.98,70.59,0.62,888.48,0.17
38.72,56.68,0.77,860.95,0.14
37.1,56.88,0.68,904.54,0.16
38.19,65.24,0.68,899.53,0.02
45.13,98.99,0.8,905.93,0.02
31.58,56.26,0.77,918.69,0.06
34.85,54.6,0.83,918.14,0.05
42.64,63.63,0.69,918.78,0.01
31.64,58.39,0.81,913.76,0.03
39.74,59.69,0.69,902.79,0.07
31.25,42.35,0.85,879.95,0.03
26.42,61.79,0.74,882.39,0.11
39.94,76.5,0.65,924.09,0.07
40.0,72.12,0.61,887.48,0.03
38.11,40.23,0.71,932.95,0.09
32.75,46.12,0.7,873.17,0.2
33.16,53.55,0.78,911.42,0.23
29.04,56.48,0.72,891.45,0.16
44.9,61.24,0.7,862.41,0.07
34.54,53.53,0.79,887.77,0.28
35.23,70.51,0.71,869.15,0.0
48.5,81.51,0.69,918.37,0.12
47.2,75.59,0.76,890.25,0.01
41.55,75.73,0.67,902.34,0.2
37.1,55.3,0.78,868.54,0.06
32.44,71.7,0.68,886.46,0.07
43.61,78.47,0.72,910.8,0.18
