efficiency,sustainability,equality,peace,cooperability
38.5,64.46,0.84,869.66,0.07
37.25,55.88,0.84,884.01,0.13
41.25,68.67,0.82,884.14,0.19
31.75,49.67,0.81,896.23,0.25
31.25,50.6,0.83,862.14,0.08
34.75,68.39,0.82,872.82,0.05
26.25,42.63,0.84,879.0,0.06
23.5,39.44,0.85,863.97,0.03
37.0,60.7,0.84,877.31,0.17
28.25,40.7,0.81,900.97,0.14
37.75,57.64,0.82,895.07,0.23
28.25,42.01,0.83,898.36,0.2
29.5,47.75,0.82,888.26,0.16
17.25,13.46,0.79,894.84,0.22
25.75,42.44,0.85,867.03,0.23
33.5,44.4,0.82,879.13,0.2
19.25,31.61,0.82,874.26,0.19
25.75,33.64,0.82,884.07,0.16
27.5,36.98,0.82,902.97,0.1
33.5,47.49,0.84,885.16,0.16
34.75,52.76,0.84,872.82,0.09
17.0,14.52,0.85,877.77,0.23
30.25,41.17,0.82,901.84,0.22
23.25,34.31,0.85,885.89,0.24
28.5,41.16,0.81,898.83,0.2
23.5,31.67,0.84,866.91,0.09
33.75,61.69,0.8,876.58,0.12
21.0,27.26,0.84,882.33,0.07
31.75,51.85,0.84,853.02,0.22
27.75,51.75,0.84,891.02,0.19
40.5,73.51,0.84,880.42,0.19
32.5,51.12,0.83,892.04,0.15
35.5,57.16,0.84,891.61,0.17
26.75,39.61,0.82,877.7,0.05
38.75,65.43,0.83,885.95,0.11
31.75,50.68,0.84,888.09,0.22
27.5,39.85,0.85,894.16,0.19
32.75,64.14,0.85,877.93,0.16
32.0,48.74,0.84,888.88,0.21
36.0,54.93,0.84,898.17,0.21
26.0,33.19,0.83,878.21,0.21
42.75,69.19,0.83,873.22,0.13
33.75,65.25,0.83,880.21,0.24
43.0,73.16,0.83,883.32,0.17
28.75,44.6,0.84,868.0,0.13
32.75,58.06,0.83,887.1,0.13
43.75,80.07,0.81,890.88,0.21
40.25,68.83,0.83,893.35,0.24
17.75,21.66,0.85,889.78,0.24
37.25,65.84,0.83,892.97,0.23
32.75,61.0,0.82,863.91,0.16
34.0,53.18,0.81,879.72,0.09
33.25,52.49,0.82,893.38,0.14
35.75,66.12,0.84,875.11,0.21
22.25,38.0,0.84,877.08,0.25
35.5,60.78,0.78,875.16,0.23
42.75,66.77,0.83,874.84,0.2
31.25,55.34,0.84,867.64,0.26
34.25,50.32,0.84,873.59,0.29
30.5,45.66,0.84,886.71,0.28
33.0,44.59,0.82,886.34,0.26
38.5,71.56,0.83,887.22,0.2
33.75,41.18,0.83,883.03,0.24
41.25,63.04,0.84,883.32,0.24
32.0,46.57,0.83,871.33,0.21
27.25,40.27,0.84,890.57,0.21
23.25,31.42,0.84,869.7,0.27
37.25,61.82,0.82,884.85,0.29
32.25,41.29,0.85,888.32,0.28
43.5,81.47,0.83,885.81,0.2
36.0,62.69,0.85,875.85,0.2
28.75,45.31,0.81,889.25,0.24
23.25,29.36,0.84,894.85,0.27
40.5,70.66,0.84,897.21,0.16
37.5,57.26,0.83,876.0,0.22
31.25,55.64,0.84,881.36,0.19
40.5,71.18,0.84,892.89,0.26
32.25,59.64,0.84,875.84,0.28
35.0,58.16,0.85,882.49,0.25
34.25,49.61,0.81,887.33,0.21
36.0,56.11,0.81,895.08,0.24
33.0,59.84,0.82,895.0,0.18
30.5,44.95,0.84,860.97,0.14
37.5,53.81,0.84,885.85,0.25
25.75,30.09,0.84,871.86,0.22
28.0,34.16,0.82,863.27,0.21
35.0,62.62,0.83,881.66,0.24
34.25,44.02,0.82,894.21,0.24
34.75,46.66,0.84,891.74,0.28
34.5,48.29,0.83,904.3,0.17
41.75,59.99,0.84,896.88,0.2
21.75,24.34,0.81,909.33,0.22
31.5,44.12,0.81,878.8,0.21
25.0,31.93,0.82,898.14,0.24
44.5,75.5,0.82,899.43,0.27
25.75,31.34,0.83,886.85,0.26
24.75,31.63,0.82,902.16,0.26
36.0,57.25,0.84,900.95,0.26
25.5,34.86,0.83,868.09,0.26
26.0,36.91,0.84,894.61,0.25
37.25,44.96,0.83,891.99,0.26
31.0,53.38,0.84,883.32,0.16
24.5,31.1,0.84,871.83,0.26
48.75,79.19,0.81,904.47,0.24
38.25,65.57,0.84,873.98,0.19
34.25,56.44,0.81,889.05,0.24
28.25,36.48,0.83,886.37,0.24
28.75,36.48,0.82,864.81,0.16
23.5,24.68,0.85,881.27,0.02
42.5,72.02,0.8,896.57,0.16
25.5,31.67,0.85,889.6,0.28
26.75,35.12,0.82,897.42,0.26
30.5,44.5,0.79,867.74,0.23
37.0,51.72,0.82,892.84,0.22
17.25,21.83,0.81,895.8,0.21
39.5,64.69,0.84,887.36,0.24
38.5,63.35,0.83,865.51,0.06
41.0,72.54,0.82,885.48,0.24
50.75,82.81,0.83,896.94,0.25
35.5,58.27,0.81,879.19,0.12
28.25,34.51,0.84,867.09,0.12
38.25,72.9,0.84,879.62,0.03
45.25,70.45,0.82,887.08,0.22
34.5,66.29,0.83,904.93,0.24
43.0,65.74,0.83,897.66,0.2
35.75,61.56,0.84,880.4,0.09
27.0,33.76,0.81,892.58,0.25
31.0,50.68,0.82,847.51,0.25
25.75,36.94,0.84,888.38,0.27
33.5,62.63,0.85,863.95,0.26
35.0,62.76,0.83,880.31,0.28
40.5,74.28,0.82,874.31,0.26
21.5,25.34,0.82,891.37,0.21
39.5,67.55,0.79,879.79,0.17
36.75,66.6,0.82,882.2,0.14
25.5,30.9,0.82,870.98,0.1
44.5,76.66,0.82,898.49,0.18
41.5,61.39,0.82,909.69,0.27
27.5,42.94,0.83,892.28,0.27
28.25,34.38,0.83,879.91,0.22
34.75,49.68,0.81,893.7,0.26
36.25,62.45,0.84,874.73,0.19
41.0,71.9,0.83,876.14,0.26
39.0,67.14,0.84,869.95,0.27
32.75,52.08,0.83,870.61,0.26
36.25,69.71,0.84,861.28,0.14
27.25,43.7,0.84,861.01,0.21
31.75,54.59,0.84,884.73,0.25
33.25,48.15,0.82,887.9,0.19
33.0,53.67,0.81,879.36,0.26
43.75,80.31,0.84,884.2,0.24
39.25,57.38,0.84,887.91,0.24
33.75,47.06,0.84,899.29,0.27
39.5,66.3,0.84,884.34,0.21
45.75,73.08,0.84,888.26,0.24
42.25,67.27,0.84,881.03,0.19
32.0,49.19,0.83,902.07,0.28
45.5,94.96,0.83,884.98,0.25
34.5,61.6,0.83,903.69,0.27
39.0,53.46,0.84,886.41,0.28
47.5,84.15,0.81,893.1,0.25
39.75,62.86,0.84,892.08,0.28
42.0,69.9,0.83,888.42,0.24
40.0,55.01,0.84,895.23,0.17
41.25,76.94,0.84,889.97,0.22
39.5,70.37,0.83,889.89,0.26
31.75,43.84,0.84,879.11,0.26
33.25,57.87,0.84,893.13,0.15
42.5,85.55,0.84,894.94,0.2
33.25,55.79,0.83,892.47,0.18
35.5,52.5,0.83,865.01,0.24
32.75,54.45,0.82,905.41,0.23
32.75,52.88,0.83,857.56,0.27
35.25,58.83,0.83,890.79,0.23
29.25,40.8,0.84,894.6,0.05
40.75,81.33,0.84,887.67,0.18
31.75,54.32,0.84,874.89,0.26
36.0,60.82,0.83,883.32,0.22
37.0,72.48,0.82,869.99,0.21
33.25,48.78,0.82,885.29,0.16
37.5,53.47,0.84,896.94,0.2
46.75,81.24,0.82,897.31,0.22
35.75,58.98,0.82,883.32,0.26
45.5,80.75,0.82,904.88,0.28
35.0,44.92,0.84,900.23,0.19
38.25,60.41,0.82,885.97,0.26
33.5,52.47,0.84,881.39,0.15
36.5,63.08,0.81,892.96,0.27
36.75,67.29,0.83,897.35,0.23
39.75,60.06,0.82,885.33,0.24
32.0,54.09,0.82,859.72,0.07
35.0,56.13,0.83,875.48,0.15
35.0,52.51,0.84,904.16,0.28
36.25,48.03,0.84,889.62,0.17
39.0,74.34,0.84,883.84,0.24
35.5,55.83,0.82,879.19,0.26
28.0,45.24,0.81,869.44,0.28
31.5,48.99,0.81,881.19,0.25
35.5,73.78,0.84,896.92,0.26
39.25,65.04,0.82,885.36,0.16
31.75,47.33,0.82,898.79,0.24
45.0,81.03,0.81,895.53,0.14
36.0,57.34,0.81,882.17,0.27
26.0,42.78,0.83,854.56,0.24
18.5,29.56,0.83,851.28,0.2
25.75,39.47,0.83,873.22,0.24
37.25,65.84,0.84,882.22,0.2
28.75,42.34,0.84,858.45,0.2
33.0,48.02,0.84,859.52,0.21
37.0,64.6,0.82,876.94,0.03
39.5,70.95,0.82,901.25,0.19
35.5,54.73,0.85,896.33,0.28
38.5,65.81,0.84,886.47,0.28
41.5,69.81,0.84,906.86,0.28
51.75,85.61,0.85,900.79,0.28
37.75,63.78,0.83,890.34,0.27
31.25,39.89,0.84,889.1,0.22
39.0,62.24,0.84,896.18,0.14
28.5,34.39,0.83,863.97,0.09
30.25,47.97,0.84,870.39,0.08
34.25,56.81,0.83,888.32,0.14
44.5,73.1,0.84,889.95,0.2
41.0,60.61,0.85,891.94,0.22
42.5,76.52,0.84,879.0,0.27
36.0,60.44,0.82,881.01,0.29
45.0,74.86,0.83,865.65,0.28
35.75,67.76,0.79,893.27,0.29
40.25,74.2,0.82,892.17,0.23
37.0,54.71,0.79,889.44,0.22
34.5,65.04,0.84,892.58,0.23
38.75,64.34,0.84,878.65,0.25
40.25,71.78,0.83,899.06,0.28
26.75,42.15,0.84,864.49,0.19
33.0,47.8,0.85,878.7,0.05
29.75,47.32,0.82,883.32,0.25
26.75,38.44,0.8,858.37,0.26
34.0,51.28,0.83,883.32,0.1
19.5,26.13,0.82,888.88,0.12
28.75,44.18,0.82,855.14,0.14
38.5,74.07,0.83,879.13,0.28
38.25,74.91,0.82,880.94,0.23
26.25,39.99,0.84,877.48,0.25
38.25,65.65,0.84,879.09,0.29
35.0,59.77,0.82,894.19,0.23
40.5,69.18,0.81,871.63,0.26
33.0,56.22,0.82,891.92,0.26
35.5,56.78,0.84,877.42,0.27
35.0,54.31,0.84,875.48,0.28
34.0,63.66,0.84,874.49,0.2
33.25,62.62,0.83,889.21,0.15
33.25,53.79,0.84,889.21,0.18
29.75,42.77,0.8,858.29,0.27
33.0,39.39,0.82,887.29,0.25
23.0,36.71,0.83,901.0,0.27
28.75,53.6,0.82,896.59,0.14
39.0,74.48,0.82,894.13,0.24
40.5,64.14,0.83,872.12,0.11
34.5,58.04,0.83,879.31,0.04
30.75,49.02,0.81,888.51,0.08
36.5,64.78,0.82,881.06,0.26
35.75,59.51,0.83,854.09,0.25
38.25,59.29,0.83,879.09,0.14
33.5,53.78,0.82,893.01,0.29
41.5,72.55,0.84,892.27,0.25
33.5,59.95,0.82,867.18,0.1
34.25,54.42,0.83,864.6,0.09
37.25,63.75,0.83,877.82,0.16
39.75,75.11,0.82,881.82,0.23
38.5,61.51,0.83,885.42,0.2
34.0,52.3,0.84,893.42,0.15
35.0,59.68,0.8,858.57,0.02
38.25,66.22,0.81,899.46,0.18
29.25,50.66,0.82,868.43,0.29
28.75,40.2,0.83,894.1,0.21
37.5,66.03,0.84,869.71,0.12
33.25,44.64,0.82,859.8,0.11
40.25,69.32,0.84,874.97,0.17
33.0,63.39,0.84,884.65,0.03
26.5,38.02,0.84,882.85,0.15
30.75,51.08,0.82,865.55,0.16
34.5,50.92,0.83,874.07,0.03
40.75,76.48,0.82,892.5,0.08
37.75,74.59,0.85,902.74,0.08
31.5,48.9,0.82,895.43,0.2
32.25,60.56,0.81,863.44,0.01
43.75,80.54,0.82,883.32,0.14
32.0,56.14,0.82,863.19,0.22
35.0,53.97,0.83,886.34,0.23
37.5,62.4,0.84,893.67,0.26
39.0,66.62,0.83,885.38,0.25
46.25,69.9,0.84,881.7,0.14
37.0,62.44,0.81,893.88,0.28
33.25,50.19,0.81,886.59,0.23
53.75,82.14,0.84,886.32,0.25
34.0,53.96,0.84,873.86,0.16
34.75,60.33,0.79,874.78,0.18
35.75,54.73,0.84,874.55,0.11
41.0,71.01,0.85,870.4,0.14
43.0,82.46,0.84,899.0,0.15
32.75,56.56,0.85,867.26,0.11
26.0,38.67,0.81,858.53,-0.18
37.75,60.46,0.79,876.85,0.13
36.5,59.92,0.83,875.39,0.14
37.0,62.74,0.83,889.44,0.24
38.0,73.01,0.8,881.19,0.28
35.25,59.82,0.82,896.47,0.12
31.5,49.57,0.82,875.13,0.24
32.5,50.83,0.82,859.61,0.29
25.25,35.88,0.84,867.6,0.29
34.5,60.82,0.84,891.97,0.2
41.0,65.38,0.82,858.9,0.04
28.25,41.65,0.82,864.52,0.09
39.5,61.5,0.83,881.81,0.15
40.25,64.51,0.82,870.54,0.13
37.75,59.82,0.85,868.76,0.11
47.25,86.03,0.83,893.77,0.28
36.25,63.63,0.84,889.05,0.06
36.5,59.24,0.81,882.19,0.27
26.75,38.64,0.84,896.51,0.19
38.75,66.56,0.85,885.4,0.19
34.5,54.64,0.84,896.9,0.28
32.5,57.58,0.83,895.52,0.25
44.0,77.41,0.84,893.31,0.26
44.25,83.44,0.85,878.16,0.19
18.75,21.69,0.84,862.75,0.05
32.5,56.96,0.83,873.16,0.13
35.5,59.39,0.81,872.1,0.15
28.75,37.3,0.84,875.86,0.24
31.75,49.49,0.84,881.22,0.2
34.75,55.55,0.84,871.73,0.19
35.5,59.99,0.83,871.51,0.26
27.0,46.26,0.79,882.4,0.23
44.25,80.73,0.79,902.7,0.27
33.25,53.09,0.84,893.13,0.14
40.0,79.41,0.79,884.81,0.16
41.5,75.76,0.84,868.03,0.16
47.0,85.13,0.84,897.41,0.25
37.0,54.03,0.83,884.99,0.28
41.75,62.34,0.8,893.59,0.18
30.75,53.2,0.84,859.62,0.14
34.5,53.82,0.84,878.39,0.22
38.25,56.01,0.84,892.85,0.23
45.25,81.12,0.83,872.05,0.19
41.0,60.21,0.83,877.82,0.15
34.25,62.79,0.82,885.82,0.26
30.25,42.21,0.82,903.11,0.22
39.0,64.09,0.8,887.44,0.21
26.75,36.64,0.78,891.8,0.26
37.25,64.08,0.84,896.52,0.18
32.0,48.99,0.82,867.35,0.2
41.25,78.79,0.82,880.95,0.27
35.5,55.61,0.8,900.46,0.23
43.0,69.56,0.83,884.22,0.23
36.5,68.59,0.82,878.79,0.27
33.0,52.98,0.83,894.57,0.25
40.25,62.57,0.82,897.09,0.26
44.75,75.46,0.84,890.96,0.19
35.25,53.45,0.84,872.57,0.03
25.75,36.96,0.84,872.22,0.14
42.0,68.49,0.85,872.68,0.1
38.75,55.9,0.84,877.1,0.17
37.75,66.11,0.82,851.51,0.09
32.5,50.34,0.82,882.99,0.22
40.75,78.73,0.82,885.5,0.08
35.5,50.87,0.82,858.5,0.25
46.0,72.74,0.82,900.48,0.19
40.0,65.38,0.83,877.37,0.25
24.0,32.35,0.84,890.27,0.18
34.75,47.96,0.83,903.47,0.26
33.5,54.76,0.82,880.74,0.21
38.0,65.65,0.84,897.21,0.27
41.75,69.21,0.82,906.2,0.24
40.0,72.02,0.82,900.19,0.2
38.5,57.09,0.83,881.75,0.09
38.5,56.63,0.83,881.23,0.1
42.25,66.8,0.81,879.19,0.22
49.0,83.34,0.81,892.71,0.23
35.5,57.94,0.84,879.78,0.25
42.25,60.54,0.83,885.16,0.21
41.75,64.46,0.85,903.86,0.28
38.25,71.43,0.78,875.39,0.18
40.0,70.08,0.82,878.86,0.25
35.0,61.06,0.81,876.08,0.24
31.75,40.58,0.81,873.83,0.22
26.75,44.54,0.82,880.03,0.18
44.0,76.15,0.84,883.32,0.18
45.75,75.59,0.83,880.24,0.19
40.75,65.15,0.84,877.29,0.24
34.5,55.21,0.84,862.96,0.24
28.75,37.94,0.82,857.62,0.19
35.75,57.21,0.81,886.83,0.22
33.75,56.0,0.84,892.26,0.28
36.25,66.9,0.81,889.05,0.26
40.75,75.83,0.81,891.05,0.27
35.75,53.2,0.82,867.54,0.23
39.0,61.06,0.82,885.9,0.25
35.5,54.21,0.82,873.87,0.24
36.0,59.81,0.84,867.7,0.13
37.5,65.19,0.84,891.77,0.27
38.5,65.4,0.84,888.04,0.28
33.5,70.6,0.82,884.62,0.24
40.5,68.97,0.85,876.75,0.25
37.75,60.49,0.83,876.31,0.2
31.0,48.03,0.85,848.61,0.01
33.0,42.7,0.84,882.0,0.06
34.25,53.73,0.82,868.35,0.05
37.0,66.61,0.82,866.66,0.27
40.0,59.65,0.82,903.66,0.28
30.75,58.3,0.83,866.29,0.25
34.75,56.42,0.83,886.38,0.2
37.25,67.91,0.83,893.22,0.26
31.25,59.26,0.84,894.15,0.27
36.75,68.27,0.84,904.65,0.14
38.0,61.55,0.83,866.23,0.15
43.25,73.46,0.84,893.55,0.19
42.75,71.84,0.84,877.45,0.07
36.25,54.61,0.84,854.69,0.14
30.25,50.67,0.84,881.42,0.02
34.75,62.8,0.83,864.4,0.03
36.0,54.48,0.84,886.51,0.16
32.5,58.71,0.82,863.0,0.27
25.0,36.79,0.83,898.28,0.27
30.5,52.21,0.84,892.33,0.27
42.75,74.39,0.83,881.97,0.23
34.0,55.59,0.82,866.28,0.28
37.5,59.94,0.8,887.14,0.26
35.0,55.08,0.84,873.66,0.26
33.5,62.45,0.84,889.14,0.24
31.75,53.61,0.84,872.78,0.2
41.0,76.59,0.81,886.92,0.11
40.25,65.74,0.84,884.31,0.2
34.0,50.61,0.83,890.9,0.22
29.75,47.87,0.82,866.11,0.25
32.25,61.41,0.83,864.81,0.15
34.75,55.66,0.82,858.91,0.01
31.75,52.65,0.85,868.56,0.06
32.75,52.84,0.81,855.22,0.08
38.5,67.82,0.83,873.89,0.15
39.5,57.62,0.82,897.97,0.15
37.0,63.06,0.81,878.88,0.14
42.25,60.5,0.8,894.34,0.22
42.75,64.13,0.84,888.29,0.22
37.0,56.72,0.82,902.21,0.29
36.5,55.83,0.83,870.85,0.14
33.25,44.77,0.84,887.25,0.24
41.75,64.18,0.85,896.86,0.15
41.25,64.09,0.85,893.77,0.2
36.0,70.94,0.85,888.53,0.18
28.0,44.34,0.83,873.78,0.27
36.75,66.64,0.82,894.83,0.22
40.25,64.57,0.82,889.22,0.28
34.75,59.2,0.83,870.51,0.25
40.75,76.9,0.84,875.11,0.11
31.25,50.81,0.81,883.32,0.27
35.0,70.51,0.82,876.68,0.28
40.25,59.36,0.84,896.11,0.24
33.25,44.01,0.85,893.78,0.24
33.25,51.03,0.84,879.73,0.11
43.25,76.3,0.84,881.1,0.16
34.25,51.64,0.82,861.17,0.2
39.25,64.03,0.81,882.31,0.24
33.5,65.48,0.84,874.93,0.24
40.75,71.96,0.83,891.05,0.26
29.75,44.08,0.82,872.37,0.28
25.25,35.61,0.83,872.84,0.27
35.75,62.8,0.8,889.76,0.23
39.0,60.68,0.84,886.41,0.27
32.5,48.18,0.83,883.32,0.24
36.0,65.1,0.8,890.27,0.28
33.5,47.87,0.82,885.26,0.11
37.75,61.05,0.82,891.95,0.27
41.5,70.84,0.84,888.5,0.28
41.75,74.99,0.84,887.99,0.29
33.0,39.31,0.82,897.87,0.27
38.25,71.87,0.81,885.97,0.28
34.75,50.24,0.84,895.53,0.24
42.75,72.72,0.81,889.2,0.29
38.5,52.06,0.81,889.61,0.29
28.25,39.52,0.85,876.49,0.25
33.0,46.86,0.84,873.41,0.28
31.5,37.02,0.82,879.05,0.1
49.5,89.51,0.84,878.88,0.1
30.25,47.13,0.84,878.76,0.08
34.0,56.12,0.84,878.91,0.2
28.0,44.75,0.82,867.7,0.16
29.0,43.6,0.84,878.42,0.06
36.75,67.55,0.85,877.71,0.1
34.25,49.43,0.84,873.96,0.16
34.5,63.74,0.84,896.29,0.2
43.0,76.33,0.83,895.87,0.22
40.25,78.33,0.85,878.9,0.11
32.75,44.09,0.84,874.29,0.13
35.0,51.62,0.84,869.14,0.19
34.25,55.37,0.81,890.19,0.28
24.75,41.19,0.83,870.25,0.21
35.75,63.69,0.84,879.82,0.18
33.5,55.64,0.82,889.78,0.27
36.25,65.0,0.84,898.79,0.18
42.0,70.39,0.85,897.21,0.27
41.75,77.21,0.83,871.19,0.25
40.5,62.6,0.81,871.14,0.07
37.75,69.1,0.82,869.3,0.01
46.0,80.13,0.83,895.17,0.15
42.25,60.66,0.84,903.07,0.27
